customer_id,calls,internet_usage,login_frequency
4458,324,134.81,28
4459,65,21.5,4
4460,252,21.04,4
4461,368,32.55,25
4462,357,48.15,15
4463,272,26.1,18
4464,235,136.09,24
4465,73,38.49,13
4466,150,8.52,2
4467,724,433.62,19
4468,350,31.5,26
4469,437,486.36,8
4470,79,10.33,12
4471,70,48.94,12
4472,1049,518.95,13
4473,443,942.64,14
4474,417,77.26,17
4475,472,44.06,29
4476,269,43.3,27
4477,374,350.15,7
4478,989,255.96,21
4479,211,23.8,13
4480,351,21.78,8
4481,261,29.09,4
4482,163,198.46,2
4483,768,127.44,16
4484,391,15.99,7
4485,411,576.29,12
4486,427,177.96,12
4487,673,602.33,26
4488,385,107.57,25
4489,659,247.46,30
4490,658,811.42,12
4491,417,92.82,27
4492,714,637.25,15
4493,471,161.57,25
4494,368,47.0,26
4495,239,36.4,15
4496,267,25.29,13
4497,50,16.98,6
4498,143,45.07,13
4499,191,31.28,6
4500,76,32.01,14
4501,782,87.85,7
4502,543,164.62,26
4503,556,966.8,13
4504,378,38.24,8
4505,308,30.94,26
4506,560,162.6,11
4507,119,31.48,16
4508,778,183.16,15
4509,99,46.07,30
4510,860,323.68,6
4511,312,47.62,9
4512,69,34.8,30
4513,157,12.16,11
4514,374,25.97,9
4515,245,22.77,12
4516,323,890.13,26
4517,658,874.27,22
4518,698,64.3,17
4519,518,293.02,27
4520,200,11.58,14
4521,942,314.08,2
4522,58,10.88,27
4523,900,678.22,24
4524,596,275.49,5
4525,133,43.29,25
4526,310,239.29,6
4527,183,13.94,1
4528,371,38.5,27
4529,178,27.26,3
4530,370,5.4,4
4531,512,129.56,23
4532,900,901.4,19
4533,394,70.46,26
4534,598,41.99,29
4535,308,25.46,17
4536,264,31.36,27
4537,131,35.84,15
4538,166,49.32,4
4539,249,11.38,15
4540,387,30.91,25
4541,298,11.98,30
4542,629,201.36,6
4543,344,26.86,21
4544,799,292.69,27
4545,85,37.15,28
4546,700,166.31,2
4547,292,41.85,29
4548,329,28.85,23
4549,336,40.48,11
4550,429,183.57,6
4551,273,40.59,18
4552,186,42.63,14
4553,295,19.3,9
4554,211,277.42,20
4555,519,797.46,4
4556,624,474.66,5
4557,525,283.93,24
4558,393,114.72,17
4559,220,10.72,6
4560,273,157.19,14
4561,195,14.67,8
4562,124,42.99,9
4563,162,40.46,1
4564,331,237.73,11
4565,202,32.91,24
4566,306,879.91,7
4567,993,337.51,23
4568,285,159.53,17
4569,1120,523.15,11
4570,514,217.39,19
4571,620,245.42,10
4572,187,35.13,11
4573,241,8.53,6
4574,423,624.94,19
4575,223,21.25,2
4576,119,36.83,11
4577,198,149.46,21
4578,390,8.04,24
4579,390,72.72,10
4580,249,148.26,9
4581,237,42.34,10
4582,1144,890.49,2
4583,612,198.33,20
4584,66,45.12,19
4585,159,45.6,15
4586,342,12.16,26
4587,385,9.3,28
4588,368,27.32,12
4589,266,39.53,19
4590,321,271.61,8
4591,740,258.56,11
4592,391,36.76,9
4593,686,76.38,4
4594,324,30.07,22
4595,599,79.85,3
4596,229,31.19,10
4597,842,286.1,30
4598,155,44.68,10
4599,66,39.63,1
4600,702,288.75,10
4601,89,31.09,18
4602,71,34.75,11
4603,232,37.12,7
4604,385,203.91,17
4605,132,37.88,13
4606,391,31.64,23
4607,636,195.58,20
4608,128,17.51,10
4609,100,25.63,24
4610,328,688.26,27
4611,186,26.45,22
4612,314,23.15,1
4613,354,246.56,13
4614,236,236.03,2
4615,736,184.87,13
4616,205,29.71,6
4617,137,47.38,4
4618,259,14.05,8
4619,590,501.5,18
4620,152,67.7,27
4621,167,18.66,6
4622,209,27.93,18
4623,471,99.8,7
4624,214,212.47,30
4625,288,49.0,8
4626,949,897.08,8
4627,552,273.66,9
4628,639,241.93,5
4629,405,148.31,19
4630,788,143.05,28
4631,386,7.13,30
4632,640,98.69,23
4633,334,17.52,23
4634,226,95.56,15
4635,107,46.28,26
4636,187,192.51,27
4637,1163,409.83,17
4638,689,135.31,14
4639,177,35.95,3
4640,312,13.47,21
4641,143,49.85,29
4642,631,220.31,10
4643,253,173.9,20
4644,1092,728.05,4
4645,1194,342.86,24
4646,397,391.99,23
4647,268,80.96,10
4648,246,50.57,18
4649,193,23.0,26
4650,500,607.32,3
4651,165,271.55,11
4652,151,139.48,7
4653,213,11.98,6
4654,733,212.46,23
4655,479,138.44,17
4656,146,45.79,23
4657,124,43.09,19
4658,382,49.42,17
4659,510,854.31,15
4660,87,40.75,23
4661,99,22.66,18
4662,117,33.86,28
4663,600,208.96,29
4664,736,103.18,12
4665,868,552.23,24
4666,241,33.82,28
4667,565,55.64,19
4668,242,278.08,24
4669,77,16.15,14
4670,382,225.19,30
4671,205,245.85,4
4672,199,31.5,12
4673,350,178.6,22
4674,326,559.88,7
4675,215,18.41,18
4676,59,10.34,12
4677,1194,824.16,23
4678,389,8.34,17
4679,801,537.58,12
4680,252,8.57,3
4681,263,33.54,18
4682,253,28.55,8
4683,419,102.79,8
4684,644,278.93,14
4685,628,153.6,17
4686,182,21.05,14
4687,68,8.16,24
4688,352,15.88,15
4689,394,37.33,11
4690,972,524.93,1
4691,90,11.28,20
4692,242,45.76,21
4693,377,212.28,29
4694,384,28.74,4
4695,694,573.0,30
4696,314,11.49,22
4697,74,48.32,30
4698,290,14.33,1
4699,557,481.96,25
4700,202,6.14,6
4701,521,182.66,10
4702,249,81.24,7
4703,644,142.99,4
4704,78,43.49,17
4705,241,61.1,3
4706,312,21.7,3
4707,569,994.48,17
4708,306,22.79,2
4709,55,14.53,6
4710,110,26.38,19
4711,1109,982.18,13
4712,283,21.0,19
4713,348,20.59,9
4714,500,961.24,2
4715,739,54.69,4
4716,161,125.61,14
4717,1093,545.16,16
4718,135,25.97,4
4719,104,19.28,13
4720,451,200.03,7
4721,778,840.43,10
4722,154,278.81,17
4723,420,94.15,3
4724,548,157.97,16
4725,147,7.68,8
4726,372,23.2,6
4727,477,165.8,25
4728,667,224.19,4
4729,340,190.75,10
4730,289,11.46,2
4731,61,25.08,28
4732,469,172.18,6
4733,503,524.95,20
4734,272,30.05,19
4735,1074,792.1,24
4736,92,43.08,26
4737,380,32.89,7
4738,171,36.33,19
4739,88,33.57,20
4740,332,37.86,22
4741,412,332.68,23
4742,603,254.91,14
4743,302,33.59,22
4744,558,56.09,6
4745,323,42.12,5
4746,189,47.22,29
4747,341,170.9,8
4748,385,8.14,11
4749,999,665.42,7
4750,88,25.7,17
4751,81,17.6,25
4752,388,8.45,12
4753,851,368.0,7
4754,725,121.63,19
4755,495,120.25,10
4756,176,63.57,14
4757,359,12.83,25
4758,859,825.54,5
4759,538,118.96,17
4760,544,127.07,4
4761,789,109.31,2
4762,313,37.68,8
4763,484,125.0,28
4764,735,267.02,4
4765,219,182.84,20
4766,128,40.29,29
4767,535,91.44,25
4768,928,450.88,6
4769,322,579.09,10
4770,839,628.52,14
4771,656,124.85,18
4772,163,19.11,24
4773,110,33.59,5
4774,570,895.32,8
4775,489,129.53,12
4776,153,35.39,21
4777,183,5.53,17
4778,690,103.82,29
4779,703,60.01,30
4780,348,25.63,7
4781,149,49.91,19
4782,520,112.32,12
4783,121,28.92,26
4784,195,48.28,19
4785,263,179.07,12
4786,495,528.99,10
4787,210,149.53,26
4788,729,860.11,17
4789,307,868.05,20
4790,362,39.11,3
4791,235,23.3,22
4792,152,5.21,19
4793,249,273.59,4
4794,226,30.19,29
4795,1188,475.7,4
4796,217,56.48,27
4797,199,38.48,27
4798,466,224.02,8
4799,762,95.18,21
4800,622,924.19,14
4801,384,201.79,12
4802,249,278.45,25
4803,196,37.44,19
4804,339,20.1,28
4805,223,45.57,1
4806,597,494.57,3
4807,147,47.6,3
4808,689,115.47,11
4809,340,5.86,27
4810,1105,151.56,19
4811,350,30.22,6
4812,595,114.96,19
4813,251,256.01,21
4814,441,234.15,10
4815,830,468.5,15
4816,529,182.79,22
4817,501,150.3,14
4818,301,37.74,4
4819,162,22.55,13
4820,276,15.07,24
4821,242,6.33,26
4822,494,269.34,8
4823,826,795.31,12
4824,70,38.14,14
4825,83,31.52,22
4826,823,389.42,26
4827,175,75.7,30
4828,724,64.52,11
4829,157,23.14,27
4830,701,178.2,29
4831,566,67.92,8
4832,112,40.63,4
4833,443,66.53,18
4834,331,235.94,24
4835,393,184.64,7
4836,676,385.14,15
4837,398,135.65,27
4838,411,51.86,10
4839,902,871.5,5
4840,787,621.97,25
4841,221,109.33,26
4842,620,294.83,22
4843,334,19.65,2
4844,1011,154.96,10
4845,368,28.38,25
4846,584,213.09,14
4847,551,282.21,14
4848,288,9.59,20
4849,359,516.83,29
4850,270,11.9,3
4851,144,9.68,25
4852,301,901.95,28
4853,156,29.87,3
4854,1091,430.53,12
4855,70,15.17,27
4856,622,157.13,28
4857,265,14.87,26
4858,378,172.53,2
4859,482,53.63,25
4860,266,16.83,13
4861,220,9.7,15
4862,79,21.76,10
4863,315,30.97,6
4864,374,25.74,16
4865,379,35.21,24
4866,156,41.38,14
4867,405,278.47,4
4868,320,210.79,21
4869,948,642.93,23
4870,199,45.56,9
4871,231,24.51,22
4872,436,279.54,11
4873,1014,700.39,3
4874,114,48.63,7
4875,316,128.2,4
4876,366,268.42,28
4877,269,37.68,23
4878,391,468.82,27
4879,200,176.55,6
4880,248,117.07,8
4881,301,48.27,26
4882,64,37.77,25
4883,354,291.1,24
4884,1156,393.39,16
4885,836,627.16,28
4886,600,284.48,8
4887,254,10.24,2
4888,198,101.14,17
4889,288,207.72,30
4890,59,28.43,14
4891,379,263.54,25
4892,308,70.67,15
4893,479,147.04,9
4894,181,249.51,26
4895,389,52.32,28
4896,528,56.18,19
4897,902,742.75,17
4898,489,93.74,25
4899,144,17.91,11
4900,1195,226.65,18
4901,177,80.9,18
4902,259,25.71,28
4903,622,161.02,7
4904,227,39.86,25
4905,244,5.23,5
4906,342,31.97,11
4907,108,45.26,30
4908,550,246.99,9
4909,1162,513.53,29
4910,245,205.01,4
4911,60,13.08,29
4912,798,152.76,19
4913,741,145.77,15
4914,270,16.63,13
4915,122,12.26,16
4916,1199,723.52,23
4917,890,715.6,10
4918,285,48.07,23
4919,457,254.86,12
4920,659,69.15,6
4921,259,72.53,24
4922,760,180.61,13
4923,275,10.36,7
4924,735,698.24,6
4925,558,234.12,5
4926,77,39.98,1
4927,705,526.45,1
4928,188,58.44,18
4929,852,544.08,28
4930,1049,777.02,11
4931,541,74.06,4
4932,174,38.05,8
4933,71,41.05,8
4934,803,680.1,30
4935,535,93.54,6
4936,225,225.19,17
4937,316,734.92,22
4938,239,24.37,21
4939,173,23.48,16
4940,111,17.54,11
4941,214,30.83,7
4942,216,22.54,30
4943,162,50.6,14
4944,613,290.16,18
4945,206,17.85,4
4946,354,48.68,29
4947,975,191.11,13
4948,409,286.61,24
4949,385,18.95,26
4950,228,144.52,10
4951,203,30.09,9
4952,550,240.58,27
4953,222,15.53,21
4954,55,32.72,20
4955,273,284.61,16
4956,94,27.08,30
4957,676,647.68,6
4958,213,41.6,2
4959,561,272.9,7
4960,753,73.48,2
4961,801,361.36,24
4962,97,13.12,15
4963,243,36.61,9
4964,710,329.03,16
4965,115,45.78,3
4966,273,31.32,30
4967,250,28.22,2
4968,341,7.33,13
4969,372,31.95,30
4970,524,846.55,20
4971,165,22.45,2
4972,105,12.51,15
4973,972,166.82,20
4974,244,12.01,30
4975,357,13.79,29
4976,373,48.24,29
4977,491,227.61,16
4978,578,383.34,6
4979,336,38.05,27
4980,306,82.18,28
4981,245,44.7,9
4982,299,16.11,17
4983,647,399.47,7
4984,842,397.47,4
4985,164,131.81,9
4986,588,278.25,12
4987,217,17.42,15
4988,327,40.4,18
4989,205,128.6,10
4990,291,102.18,18
4991,236,18.62,2
4992,622,61.6,29
4993,1199,180.61,17
4994,715,102.17,16
4995,121,14.09,10
4996,218,10.87,27
4997,464,161.35,6
4998,783,272.8,21
4999,671,190.47,4
5000,928,412.53,25
5001,741,167.09,29
5002,696,437.39,12
5003,303,10.89,18
5004,997,975.45,13
5005,1095,671.41,5
5006,245,47.42,21
5007,732,594.14,16
5008,786,245.61,6
5009,304,80.17,22
5010,391,117.81,7
5011,85,15.37,4
5012,381,45.44,19
5013,236,28.93,17
5014,453,140.53,12
5015,513,390.57,29
5016,374,203.66,8
5017,713,563.42,23
5018,256,114.21,27
5019,201,150.36,14
5020,307,755.14,15
5021,709,122.73,14
5022,278,27.3,1
5023,73,6.85,17
5024,512,199.86,14
5025,106,38.37,23
5026,111,10.8,17
5027,232,31.49,29
5028,539,181.85,15
5029,362,66.35,26
5030,583,211.75,3
5031,1142,461.22,3
5032,531,236.51,29
5033,278,34.74,21
5034,285,166.09,8
5035,214,49.94,9
5036,471,477.37,30
5037,359,267.49,30
5038,363,308.94,26
5039,499,520.22,16
5040,559,189.3,19
5041,471,92.2,9
5042,95,16.93,2
5043,161,41.55,21
5044,224,33.12,29
5045,258,10.96,4
5046,345,214.71,6
5047,297,13.05,14
5048,428,299.68,10
5049,1130,780.4,23
5050,389,234.41,6
5051,409,59.31,7
5052,107,18.71,24
5053,134,10.11,15
5054,241,46.47,17
5055,401,499.91,22
5056,127,40.05,13
5057,204,18.31,16
5058,352,22.87,10
5059,1166,194.62,27
5060,138,41.29,3
5061,501,46.05,11
5062,319,25.63,16
5063,335,11.0,12
5064,442,135.41,23
5065,121,16.39,11
5066,173,41.0,17
5067,175,13.12,25
5068,311,231.54,6
5069,166,31.65,10
5070,307,194.38,20
5071,717,825.23,28
5072,726,453.82,2
5073,564,279.4,13
5074,580,126.76,21
5075,752,62.93,12
5076,89,45.93,8
5077,388,394.34,14
5078,439,126.76,22
5079,258,234.3,6
5080,151,41.23,11
5081,172,186.86,19
5082,227,36.21,5
5083,510,101.49,10
5084,98,29.77,13
5085,340,204.75,10
5086,553,279.62,11
5087,373,42.42,11
5088,940,854.62,7
5089,1052,197.9,2
5090,351,188.76,24
5091,153,46.9,6
5092,109,12.26,21
5093,627,966.84,24
5094,788,188.96,16
5095,217,41.23,21
5096,218,5.27,9
5097,479,53.33,17
5098,198,36.38,19
5099,305,22.69,16
5100,450,295.4,15
5101,301,39.09,14
5102,670,228.8,1
5103,161,44.36,18
5104,582,222.74,2
5105,769,210.21,10
5106,689,231.94,29
5107,830,210.73,20
5108,932,450.32,26
5109,444,273.4,4
5110,727,221.73,24
5111,554,252.1,23
5112,499,112.65,13
5113,726,161.96,30
5114,180,12.48,21
5115,68,46.64,1
5116,1190,912.74,14
5117,616,670.43,14
5118,724,988.93,23
5119,629,274.13,2
5120,639,60.4,18
5121,54,38.52,2
5122,427,45.37,15
5123,509,74.47,6
5124,274,119.62,29
5125,645,279.0,20
5126,289,37.44,11
5127,851,886.16,22
5128,863,619.08,21
5129,397,181.47,1
5130,604,43.38,24
5131,772,296.47,9
5132,317,19.36,27
5133,246,170.18,24
5134,318,30.96,16
5135,462,156.57,20
5136,959,194.42,13
5137,519,42.17,27
5138,481,69.82,5
5139,81,19.26,1
5140,783,294.79,7
5141,525,167.24,29
5142,116,15.4,10
5143,800,785.97,29
5144,1159,473.7,27
5145,252,207.47,20
5146,261,17.11,20
5147,79,14.16,14
5148,248,29.08,5
5149,586,745.09,28
5150,280,20.76,8
5151,377,41.54,21
5152,932,621.81,13
5153,323,153.92,25
5154,250,9.54,1
5155,868,506.63,4
5156,217,97.3,11
5157,64,45.6,7
5158,636,139.64,20
5159,963,440.88,23
5160,186,33.62,1
5161,308,34.41,4
5162,235,98.41,12
5163,192,37.58,21
5164,740,119.84,8
5165,227,134.11,24
5166,234,44.26,16
5167,158,29.7,11
5168,161,23.73,19
5169,251,46.46,30
5170,738,357.84,18
5171,395,42.89,28
5172,368,429.93,10
5173,61,32.71,24
5174,130,37.09,2
5175,133,16.86,16
5176,381,33.14,27
5177,1148,992.95,13
5178,647,799.1,3
5179,472,68.31,19
5180,515,45.5,14
5181,392,39.82,20
5182,376,16.3,18
5183,622,274.74,29
5184,256,42.63,26
5185,764,135.35,3
5186,213,113.07,3
5187,992,681.74,11
5188,66,8.35,13
5189,461,706.51,16
5190,319,110.76,28
5191,667,250.38,6
5192,248,21.81,4
5193,654,62.45,13
5194,476,887.01,5
5195,259,50.43,6
5196,441,68.16,7
5197,662,749.01,19
5198,173,32.31,19
5199,688,263.34,8
5200,526,224.11,22
5201,252,41.37,28
5202,245,88.66,20
5203,194,39.42,17
5204,1179,172.85,24
5205,288,5.87,24
5206,734,290.1,13
5207,63,46.41,15
5208,313,7.03,14
5209,397,222.65,27
5210,211,234.53,4
5211,367,198.74,25
5212,313,16.07,27
5213,75,43.39,16
5214,579,324.6,17
5215,394,30.13,8
5216,738,274.76,1
5217,591,70.33,6
5218,725,231.62,26
5219,175,213.64,20
5220,52,8.04,12
5221,704,207.72,26
5222,265,19.31,19
5223,316,185.07,3
5224,81,13.42,4
5225,348,15.37,26
5226,194,46.03,11
5227,917,449.57,15
5228,843,531.5,8
5229,127,12.02,22
5230,538,139.46,25
5231,405,122.65,20
5232,220,41.26,14
5233,104,12.25,18
5234,340,17.86,16
5235,628,131.31,12
5236,368,238.1,3
5237,955,331.88,2
5238,740,813.14,22
5239,1066,338.61,28
5240,754,99.49,30
5241,261,23.93,6
5242,794,251.11,5
5243,779,810.96,18
5244,518,153.25,14
5245,106,18.35,11
5246,280,19.56,3
5247,374,39.03,6
5248,613,164.07,13
5249,181,106.06,25
5250,52,38.8,10
5251,61,8.36,3
5252,267,31.25,14
5253,73,37.98,1
5254,181,136.99,24
5255,349,47.18,14
5256,258,25.27,3
5257,94,38.85,8
5258,51,15.05,27
5259,146,25.55,3
5260,655,133.06,1
5261,513,329.24,19
5262,132,12.0,2
5263,664,622.36,17
5264,591,181.25,30
5265,386,38.88,21
5266,227,46.65,13
5267,528,174.44,27
5268,679,220.68,20
5269,918,348.09,15
5270,88,48.75,13
5271,238,33.67,2
5272,359,233.06,9
5273,253,221.02,15
5274,52,26.17,10
5275,266,74.8,16
5276,187,6.21,11
5277,662,254.89,5
5278,201,196.03,19
5279,684,245.45,27
5280,262,26.25,1
5281,94,16.69,14
5282,294,89.79,28
5283,215,34.93,27
5284,176,32.77,12
5285,336,41.6,12
5286,72,25.9,24
5287,420,115.71,12
5288,796,782.17,14
5289,380,10.01,21
5290,711,80.16,29
5291,366,36.82,22
5292,129,28.94,15
5293,244,44.12,6
5294,412,273.72,8
5295,285,21.07,21
5296,449,92.0,29
5297,272,7.12,20
5298,281,16.55,27
5299,341,83.7,21
5300,953,469.51,22
5301,1154,843.99,6
5302,116,16.42,8
5303,477,822.24,14
5304,375,316.56,4
5305,181,44.78,14
5306,378,47.41,20
5307,264,40.97,10
5308,595,113.44,11
5309,336,30.71,4
5310,279,15.94,1
5311,572,209.46,22
5312,421,734.11,29
5313,544,102.87,1
5314,224,45.41,21
5315,335,25.17,21
5316,264,163.99,16
5317,302,782.7,3
5318,83,40.43,27
5319,747,595.92,16
5320,977,291.78,9
5321,158,207.1,2
5322,800,289.73,22
5323,767,84.2,14
5324,453,151.35,28
5325,748,250.67,6
5326,162,298.77,21
5327,432,51.05,25
5328,1142,591.96,9
5329,858,297.2,22
5330,211,45.66,8
5331,368,43.32,4
5332,122,32.43,25
5333,262,34.86,26
5334,116,23.01,23
5335,584,190.52,18
5336,380,25.64,14
5337,55,48.01,27
5338,1166,237.07,10
5339,396,25.94,17
5340,254,17.64,21
5341,621,86.8,1
5342,771,59.18,16
5343,171,22.28,16
5344,362,856.58,16
5345,93,28.66,28
5346,262,32.97,4
5347,324,192.68,24
5348,443,249.42,11
5349,258,126.58,19
5350,204,42.03,10
5351,253,25.96,3
5352,771,157.46,26
5353,239,193.36,16
5354,548,60.33,26
5355,248,8.08,4
5356,676,496.55,23
5357,160,14.93,16
5358,178,40.25,3
5359,343,48.89,9
5360,182,19.83,11
5361,279,248.26,24
5362,1126,728.43,4
5363,157,13.04,24
5364,386,42.66,23
5365,543,466.18,17
5366,807,506.93,13
5367,172,18.09,17
5368,215,35.52,1
5369,658,290.78,18
5370,58,46.41,19
5371,107,12.71,5
5372,298,27.25,21
5373,202,35.55,21
5374,326,17.24,6
5375,520,180.51,15
5376,662,179.24,17
5377,387,36.62,29
5378,162,30.9,22
5379,170,14.05,17
5380,448,247.94,24
5381,783,209.31,28
5382,668,484.07,20
5383,652,578.99,20
5384,312,188.32,28
5385,293,127.77,18
5386,480,143.31,7
5387,681,116.29,30
5388,722,689.86,19
5389,406,400.14,20
5390,378,281.33,9
5391,661,117.12,11
5392,268,11.66,12
5393,205,19.13,30
5394,826,875.53,10
5395,86,17.72,27
5396,139,28.91,24
5397,407,60.04,11
5398,195,45.56,2
5399,86,31.39,2
5400,231,190.72,25
5401,476,865.06,19
5402,874,880.81,18
5403,359,44.32,5
5404,576,125.73,4
5405,1097,716.93,9
5406,392,73.78,3
5407,447,588.46,14
5408,492,62.91,28
5409,319,90.67,30
5410,349,42.74,1
5411,94,37.2,30
5412,338,38.36,30
5413,385,38.21,29
5414,318,122.24,1
5415,248,26.8,8
5416,217,25.17,4
5417,401,234.0,16
5418,1180,710.21,17
5419,267,17.77,3
5420,522,79.58,26
5421,379,433.97,14
5422,389,256.52,24
5423,356,18.2,29
5424,980,657.37,12
5425,651,280.53,9
5426,700,231.19,26
5427,689,139.06,9
5428,613,157.14,10
5429,193,35.25,7
5430,758,932.59,29
5431,334,181.68,27
5432,345,5.17,30
5433,297,107.17,2
5434,173,12.46,22
5435,278,9.29,8
5436,225,64.25,3
5437,666,94.02,3
5438,196,12.8,13
5439,564,179.89,2
5440,354,32.07,26
5441,372,45.77,22
5442,225,192.13,5
5443,792,264.45,23
5444,484,269.73,19
5445,696,280.75,27
5446,240,53.93,1
5447,279,231.36,19
5448,72,14.73,5
5449,107,18.35,15
5450,81,47.22,19
5451,1113,991.9,21
5452,91,5.1,15
5453,566,216.04,9
5454,1149,699.44,19
5455,251,115.2,29
5456,621,120.81,8
5457,74,8.91,14
5458,454,232.93,30
5459,57,26.35,23
5460,347,261.87,25
5461,374,27.83,22
5462,387,38.86,16
5463,301,10.22,22
5464,465,166.76,7
5465,325,29.54,7
5466,1090,582.13,6
5467,452,212.4,14
5468,254,11.21,19
5469,744,138.64,4
5470,324,36.88,28
5471,218,42.1,16
5472,110,17.85,17
5473,308,27.22,20
5474,1110,573.59,26
5475,306,13.62,2
5476,354,32.18,29
5477,70,14.91,21
5478,244,176.71,12
5479,299,13.57,19
5480,245,291.8,10
5481,292,41.74,22
5482,332,30.41,3
5483,310,114.84,26
5484,191,30.91,8
5485,656,200.3,27
5486,392,45.69,10
5487,643,655.61,24
5488,218,223.29,25
5489,253,26.59,3
5490,368,11.86,17
5491,843,952.52,9
5492,237,46.19,10
5493,1148,826.72,23
5494,206,28.77,14
5495,1171,683.55,19
5496,171,32.51,12
5497,1022,554.3,16
5498,390,8.03,3
5499,395,43.86,24
5500,294,48.08,16
5501,381,7.38,10
5502,798,259.35,6
5503,281,223.99,6
5504,716,203.08,14
5505,389,178.1,14
5506,222,16.91,25
5507,265,122.9,24
5508,266,18.86,11
5509,379,91.24,22
5510,324,24.98,28
5511,331,780.97,21
5512,86,34.34,10
5513,567,247.7,7
5514,662,631.94,26
5515,1055,344.7,1
5516,341,126.63,21
5517,523,86.57,18
5518,719,393.3,18
5519,440,257.64,18
5520,53,35.36,12
5521,560,238.8,23
5522,338,426.91,19
5523,191,19.38,30
5524,533,452.96,16
5525,427,67.68,11
5526,501,237.2,16
5527,165,42.46,12
5528,122,45.89,30
5529,253,30.16,2
5530,183,25.18,18
5531,312,747.43,8
5532,174,37.87,15
5533,120,24.56,20
5534,65,11.52,24
5535,767,105.22,14
5536,162,47.27,10
5537,719,591.62,2
5538,129,27.85,11
5539,293,43.44,18
5540,217,48.19,11
5541,886,270.17,11
5542,682,170.89,16
5543,583,97.81,5
5544,444,251.71,9
5545,327,46.57,6
5546,167,149.64,23
5547,69,18.18,10
5548,150,12.39,17
5549,263,19.29,22
5550,774,145.84,14
5551,210,45.95,29
5552,935,594.66,25
5553,332,41.67,25
5554,279,16.49,18
5555,244,49.71,24
5556,150,9.34,10
5557,141,7.12,22
5558,96,20.18,17
5559,204,9.22,29
5560,219,240.47,13
5561,383,31.84,26
5562,331,45.85,24
5563,362,11.43,6
5564,227,24.83,21
5565,242,44.56,26
5566,330,24.77,7
5567,300,32.62,3
5568,398,14.8,6
5569,702,137.01,2
5570,151,177.83,27
5571,139,29.53,18
5572,587,418.16,10
5573,69,7.28,17
5574,300,7.46,4
5575,96,14.77,20
5576,264,192.01,1
5577,98,14.07,28
5578,204,28.93,7
5579,529,241.64,21
5580,92,28.86,17
5581,150,13.63,8
5582,306,29.63,9
5583,223,123.27,4
5584,547,134.58,3
5585,321,194.95,30
5586,356,20.56,1
5587,157,16.81,15
5588,212,110.8,9
5589,248,47.73,7
5590,77,13.5,17
5591,387,21.46,18
5592,275,216.75,22
5593,635,70.72,28
5594,259,26.13,6
5595,637,228.08,14
5596,599,144.31,13
5597,413,729.76,19
5598,473,279.26,25
5599,281,130.67,27
5600,305,500.68,26
5601,623,598.93,11
5602,293,21.75,14
5603,764,74.54,13
5604,291,53.3,16
5605,179,243.03,4
5606,99,41.55,9
5607,271,93.01,2
5608,544,126.85,4
5609,282,33.16,1
5610,387,9.0,29
5611,397,18.04,2
5612,122,48.61,1
5613,683,108.6,23
5614,775,198.46,1
5615,201,27.4,7
5616,722,78.15,11
5617,89,33.13,18
5618,380,41.08,30
5619,371,175.95,29
5620,74,9.23,25
5621,151,144.1,20
5622,436,912.0,16
5623,504,234.25,2
5624,627,646.29,27
5625,581,185.48,15
5626,733,48.09,25
5627,1020,998.82,30
5628,300,7.58,11
5629,302,27.98,12
5630,364,33.41,24
5631,180,199.73,29
5632,220,29.4,24
5633,723,154.48,1
5634,678,809.19,16
5635,335,205.79,19
5636,333,20.89,14
5637,401,76.88,23
5638,97,12.15,22
5639,204,265.55,7
5640,580,916.5,22
5641,54,14.23,23
5642,88,10.68,2
5643,306,5.75,11
5644,496,264.39,15
5645,850,997.52,19
5646,461,223.94,16
5647,123,31.09,24
5648,166,39.49,4
5649,176,161.6,16
5650,56,39.99,19
5651,142,31.45,24
5652,193,28.56,14
5653,299,46.23,23
5654,305,14.71,8
5655,118,37.58,13
5656,332,49.93,18
5657,210,141.66,26
5658,574,133.45,22
5659,132,11.94,26
5660,188,12.34,27
5661,300,213.9,21
5662,206,30.44,6
5663,198,18.23,23
5664,873,824.39,19
5665,590,243.36,8
5666,1127,478.97,23
5667,193,12.28,8
5668,387,39.5,26
5669,420,237.7,6
5670,231,210.86,30
5671,186,260.15,28
5672,649,275.62,3
5673,253,6.18,26
5674,180,19.93,11
5675,51,17.65,14
5676,260,214.4,12
5677,53,28.42,22
5678,142,39.97,24
5679,397,39.7,23
5680,505,524.62,26
5681,406,257.21,29
5682,380,39.92,1
5683,679,90.67,12
5684,202,22.4,9
5685,1173,603.32,30
5686,379,275.82,6
5687,84,38.4,16
5688,883,350.17,9
5689,526,266.4,2
5690,559,91.58,22
5691,345,142.6,30
5692,1194,573.18,24
5693,847,968.28,18
5694,1011,734.26,13
5695,547,299.65,11
5696,379,183.93,6
5697,919,440.99,24
5698,590,122.97,15
5699,527,153.12,28
5700,381,59.04,12
5701,197,98.31,16
5702,334,15.4,17
5703,573,279.1,2
5704,174,241.13,1
5705,57,23.2,3
5706,968,573.69,6
5707,57,32.34,5
5708,333,213.39,10
5709,1175,724.46,12
5710,162,276.57,11
5711,596,294.15,5
5712,1175,951.72,4
5713,343,159.67,17
5714,726,112.21,11
5715,1025,182.74,26
5716,1136,910.65,22
5717,451,533.93,2
5718,115,36.72,30
5719,284,42.54,15
5720,278,49.29,12
5721,686,493.41,9
5722,293,296.99,28
5723,376,26.25,24
