customer_id,plan,monthly_charges,contract_type
12065,Premium,94.34,One year
12066,Standard,77.24,Month-to-month
12067,Basic,35.87,One year
12068,Premium,107.8,Month-to-month
12069,Standard,72.31,Two year
12070,Standard,72.04,Two year
12071,Standard,61.78,Two year
12072,Basic,29.48,Month-to-month
12073,Basic,31.0,Two year
12074,Premium,132.4,One year
12075,Basic,30.53,One year
12076,Standard,82.13,One year
12077,Standard,70.6,Month-to-month
12078,Basic,21.13,Month-to-month
12079,Standard,62.84,Month-to-month
12080,Premium,136.11,Month-to-month
12081,Standard,79.72,Month-to-month
12082,Basic,35.9,Month-to-month
12083,Basic,23.38,One year
12084,Basic,29.07,Month-to-month
12085,Premium,135.58,Month-to-month
12086,Standard,81.95,Month-to-month
12087,Standard,72.69,Two year
12088,Basic,23.38,Month-to-month
12089,Basic,31.12,Month-to-month
12090,Standard,56.56,Month-to-month
12091,Basic,28.89,Month-to-month
12092,Premium,102.81,Month-to-month
12093,Premium,131.14,Month-to-month
12094,Basic,44.87,One year
12095,Basic,26.57,Month-to-month
12096,Standard,50.18,One year
12097,Premium,142.58,Month-to-month
12098,Premium,134.45,Month-to-month
12099,Standard,81.93,Two year
12100,Premium,146.85,Month-to-month
12101,Standard,80.81,One year
12102,Basic,44.71,Month-to-month
12103,Standard,67.2,Month-to-month
12104,Basic,31.09,Month-to-month
12105,Premium,105.5,Month-to-month
12106,Standard,60.58,Month-to-month
12107,Basic,31.75,One year
12108,Basic,40.9,Two year
12109,Basic,28.28,Month-to-month
12110,Basic,28.39,Month-to-month
12111,Standard,71.18,Month-to-month
12112,Basic,44.31,One year
12113,Standard,57.22,Month-to-month
12114,Basic,37.61,Month-to-month
12115,Standard,79.99,Two year
12116,Standard,64.04,Month-to-month
12117,Basic,40.96,One year
12118,Standard,65.81,One year
12119,Basic,23.9,Two year
12120,Basic,23.44,One year
12121,Basic,33.72,Month-to-month
12122,Premium,127.59,Month-to-month
12123,Basic,35.14,Month-to-month
12124,Basic,35.22,Two year
12125,Standard,58.28,One year
12126,Basic,22.17,Month-to-month
12127,Basic,20.99,One year
12128,Standard,80.82,Month-to-month
12129,Standard,60.54,Month-to-month
12130,Basic,43.62,Month-to-month
12131,Basic,24.11,Month-to-month
12132,Basic,22.11,One year
12133,Premium,141.96,One year
12134,Standard,61.1,Month-to-month
12135,Basic,25.47,Month-to-month
12136,Basic,20.39,Two year
12137,Standard,74.89,Month-to-month
12138,Premium,125.99,One year
12139,Basic,41.24,Month-to-month
12140,Standard,69.46,Month-to-month
12141,Basic,36.62,Two year
12142,Standard,70.19,Month-to-month
12143,Standard,64.86,Month-to-month
12144,Standard,71.22,Month-to-month
12145,Standard,79.21,Month-to-month
12146,Basic,20.38,Two year
12147,Basic,34.76,One year
12148,Basic,22.5,Month-to-month
12149,Basic,44.25,Month-to-month
12150,Premium,102.77,Month-to-month
12151,Standard,52.23,One year
12152,Basic,25.23,One year
12153,Standard,62.81,One year
12154,Standard,79.99,One year
12155,Basic,32.1,Month-to-month
12156,Standard,56.55,Two year
12157,Standard,52.65,Two year
12158,Premium,127.16,Two year
12159,Premium,93.04,One year
12160,Premium,134.3,Month-to-month
12161,Premium,112.97,Two year
12162,Basic,41.99,One year
12163,Basic,44.13,Two year
12164,Basic,22.67,Two year
12165,Basic,36.55,Month-to-month
12166,Basic,31.28,Month-to-month
12167,Premium,112.61,One year
12168,Standard,72.57,Two year
12169,Standard,61.45,Month-to-month
12170,Standard,77.12,Month-to-month
12171,Premium,131.28,Two year
12172,Basic,27.35,One year
12173,Standard,67.26,One year
12174,Basic,29.94,Two year
12175,Basic,41.84,Month-to-month
12176,Premium,147.22,One year
12177,Standard,72.22,Month-to-month
12178,Premium,105.42,One year
12179,Standard,71.11,Month-to-month
12180,Basic,39.52,One year
12181,Premium,101.96,Month-to-month
12182,Premium,140.41,Month-to-month
12183,Standard,69.21,Two year
12184,Basic,23.56,One year
12185,Basic,26.56,Two year
12186,Basic,38.03,Month-to-month
12187,Standard,78.19,One year
12188,Standard,56.95,Month-to-month
12189,Basic,20.54,Month-to-month
12190,Standard,50.21,Month-to-month
12191,Standard,66.21,Month-to-month
12192,Basic,40.26,One year
12193,Basic,43.65,One year
12194,Standard,71.9,One year
12195,Basic,27.5,One year
12196,Standard,56.75,Month-to-month
12197,Basic,38.39,Month-to-month
12198,Basic,35.61,One year
12199,Standard,61.93,One year
12200,Basic,31.82,Month-to-month
12201,Standard,51.15,One year
12202,Standard,76.35,Month-to-month
12203,Standard,66.36,Month-to-month
12204,Premium,146.17,Month-to-month
12205,Basic,30.83,One year
12206,Premium,93.07,Two year
12207,Basic,26.29,One year
12208,Basic,34.71,One year
12209,Standard,77.57,Month-to-month
12210,Premium,130.38,One year
12211,Basic,20.65,One year
12212,Basic,39.09,One year
12213,Standard,82.29,Month-to-month
12214,Standard,60.07,Month-to-month
12215,Premium,100.18,One year
12216,Premium,127.75,Month-to-month
12217,Premium,127.0,Month-to-month
12218,Basic,21.56,Month-to-month
12219,Basic,29.66,Two year
12220,Basic,38.26,Two year
12221,Standard,78.98,Month-to-month
12222,Basic,21.73,One year
12223,Standard,84.26,Two year
12224,Standard,73.6,Month-to-month
12225,Basic,39.45,Month-to-month
12226,Basic,32.41,Month-to-month
12227,Premium,115.11,Two year
12228,Basic,29.88,One year
12229,Standard,70.85,Two year
12230,Standard,56.72,Two year
12231,Premium,134.43,Month-to-month
12232,Standard,70.07,One year
12233,Standard,70.0,Month-to-month
12234,Standard,66.7,One year
12235,Standard,83.35,Month-to-month
12236,Standard,64.29,One year
12237,Standard,68.07,One year
12238,Standard,70.22,Month-to-month
12239,Basic,26.52,One year
12240,Basic,29.06,Month-to-month
12241,Standard,52.52,Month-to-month
12242,Premium,104.82,One year
12243,Premium,140.84,One year
12244,Premium,108.32,Month-to-month
12245,Premium,118.04,Month-to-month
12246,Basic,30.77,Two year
12247,Basic,42.52,Month-to-month
12248,Standard,75.66,Two year
12249,Basic,36.76,Month-to-month
12250,Standard,50.87,Month-to-month
12251,Standard,65.68,Month-to-month
12252,Basic,25.71,Month-to-month
12253,Basic,35.38,Month-to-month
12254,Standard,66.21,Two year
12255,Premium,94.1,One year
12256,Standard,82.17,Two year
12257,Standard,73.91,One year
12258,Basic,42.92,Month-to-month
12259,Standard,81.3,Month-to-month
12260,Standard,77.3,Month-to-month
12261,Premium,111.77,Month-to-month
12262,Premium,137.66,One year
12263,Standard,68.21,Two year
12264,Standard,57.84,Month-to-month
12265,Standard,68.92,Month-to-month
12266,Standard,53.33,Two year
12267,Basic,33.82,Month-to-month
12268,Basic,20.81,Month-to-month
12269,Basic,37.89,Two year
12270,Basic,36.58,Month-to-month
12271,Premium,138.06,One year
12272,Standard,55.88,Two year
12273,Premium,103.28,Month-to-month
12274,Basic,36.74,One year
12275,Standard,80.37,Month-to-month
12276,Standard,58.66,Month-to-month
12277,Basic,31.69,Two year
12278,Basic,28.43,Two year
12279,Basic,26.69,Month-to-month
12280,Premium,139.5,Month-to-month
12281,Basic,35.29,One year
12282,Standard,71.42,Month-to-month
12283,Basic,40.06,Month-to-month
12284,Premium,119.28,Month-to-month
12285,Basic,22.75,Month-to-month
12286,Standard,80.54,Two year
12287,Basic,29.18,One year
12288,Basic,39.57,One year
12289,Basic,36.61,Month-to-month
12290,Standard,77.89,Month-to-month
12291,Premium,142.9,Month-to-month
12292,Standard,72.87,Month-to-month
12293,Premium,93.54,Month-to-month
12294,Basic,37.69,Two year
12295,Premium,117.88,Month-to-month
12296,Standard,56.19,One year
12297,Basic,28.48,Month-to-month
12298,Basic,28.36,One year
12299,Basic,30.8,Two year
12300,Premium,128.31,Two year
12301,Basic,21.14,One year
12302,Standard,71.54,Two year
12303,Basic,20.2,Month-to-month
12304,Basic,23.57,Two year
12305,Basic,30.69,Month-to-month
12306,Basic,35.83,One year
12307,Basic,29.62,One year
12308,Standard,59.8,One year
12309,Standard,55.06,One year
12310,Standard,74.01,One year
12311,Basic,20.1,Month-to-month
12312,Basic,32.5,One year
12313,Basic,20.78,One year
12314,Basic,27.79,Two year
12315,Premium,115.08,Month-to-month
12316,Standard,70.85,Month-to-month
12317,Basic,20.17,One year
12318,Standard,66.45,Month-to-month
12319,Basic,21.5,Two year
12320,Basic,24.27,One year
12321,Standard,68.27,Month-to-month
12322,Basic,36.3,Month-to-month
12323,Standard,66.58,Two year
12324,Basic,41.0,Month-to-month
12325,Basic,39.1,Month-to-month
12326,Standard,81.19,Month-to-month
12327,Basic,41.34,One year
12328,Premium,149.3,One year
12329,Basic,27.79,One year
12330,Basic,22.45,Two year
12331,Basic,37.56,Month-to-month
12332,Standard,57.09,Month-to-month
12333,Standard,77.94,One year
12334,Basic,27.7,Month-to-month
12335,Basic,27.92,Month-to-month
12336,Standard,51.04,Month-to-month
12337,Standard,54.52,Month-to-month
12338,Standard,65.14,Month-to-month
12339,Premium,122.14,Month-to-month
12340,Basic,42.52,Month-to-month
12341,Premium,113.75,Month-to-month
12342,Standard,50.9,Month-to-month
12343,Standard,82.84,Month-to-month
12344,Basic,38.96,Month-to-month
12345,Basic,41.65,Month-to-month
12346,Standard,66.77,Two year
12347,Basic,33.67,Two year
12348,Standard,55.12,Month-to-month
12349,Basic,35.67,Month-to-month
12350,Standard,78.21,Month-to-month
12351,Standard,84.42,One year
12352,Basic,32.62,Two year
12353,Premium,143.59,Two year
12354,Basic,37.36,Month-to-month
12355,Premium,117.62,One year
12356,Basic,31.22,Month-to-month
12357,Basic,44.57,Two year
12358,Basic,43.57,Month-to-month
12359,Basic,25.36,One year
12360,Premium,124.53,Month-to-month
12361,Basic,32.18,Month-to-month
12362,Basic,38.51,Month-to-month
12363,Standard,81.2,Month-to-month
12364,Premium,95.4,One year
12365,Premium,149.4,Month-to-month
12366,Standard,75.62,Month-to-month
12367,Standard,78.02,Month-to-month
12368,Standard,60.19,Month-to-month
12369,Standard,53.9,Two year
12370,Premium,92.21,Month-to-month
12371,Basic,32.35,One year
12372,Basic,35.31,Month-to-month
12373,Basic,31.92,Two year
12374,Standard,66.9,Month-to-month
12375,Premium,107.93,Two year
12376,Basic,33.47,Month-to-month
12377,Basic,44.13,One year
12378,Standard,75.98,Month-to-month
12379,Basic,26.86,Month-to-month
12380,Standard,68.85,Month-to-month
12381,Basic,24.67,Month-to-month
12382,Premium,95.09,Two year
12383,Premium,129.9,One year
12384,Standard,77.87,Month-to-month
12385,Basic,40.64,One year
12386,Premium,114.71,Month-to-month
12387,Premium,118.2,One year
12388,Basic,24.14,One year
12389,Standard,54.06,Month-to-month
12390,Premium,112.35,Two year
12391,Standard,67.02,One year
12392,Premium,113.36,Month-to-month
12393,Standard,71.78,Two year
12394,Basic,28.05,Two year
12395,Basic,20.96,One year
12396,Standard,84.36,Month-to-month
12397,Basic,30.09,Two year
12398,Premium,99.95,Month-to-month
12399,Basic,44.86,Two year
12400,Basic,37.89,Month-to-month
12401,Basic,24.87,One year
12402,Standard,54.18,One year
12403,Basic,42.36,One year
12404,Standard,78.37,Two year
12405,Basic,34.81,Month-to-month
12406,Standard,82.89,Month-to-month
12407,Standard,59.19,Month-to-month
12408,Standard,59.49,Month-to-month
12409,Standard,75.26,Month-to-month
12410,Premium,103.66,Month-to-month
12411,Basic,29.05,Month-to-month
12412,Standard,76.02,Month-to-month
12413,Premium,137.69,Month-to-month
12414,Basic,32.09,Month-to-month
12415,Basic,40.91,Month-to-month
12416,Basic,21.37,Two year
12417,Standard,62.61,One year
12418,Standard,72.68,Month-to-month
12419,Basic,23.6,Two year
12420,Standard,59.9,One year
12421,Standard,84.49,One year
12422,Basic,30.43,Month-to-month
12423,Standard,57.57,Two year
12424,Premium,143.42,Month-to-month
12425,Standard,82.44,Month-to-month
12426,Standard,59.1,Month-to-month
12427,Basic,38.76,Two year
12428,Basic,38.21,One year
12429,Standard,50.89,One year
12430,Standard,59.67,One year
12431,Standard,67.51,Month-to-month
12432,Standard,58.99,Month-to-month
12433,Premium,94.95,Two year
12434,Standard,60.97,Month-to-month
12435,Basic,39.84,Month-to-month
12436,Standard,81.94,Month-to-month
12437,Basic,27.55,Month-to-month
12438,Basic,26.79,One year
12439,Standard,55.53,Two year
12440,Basic,26.6,Two year
12441,Basic,21.32,Month-to-month
12442,Standard,81.75,Month-to-month
12443,Premium,146.17,Month-to-month
12444,Basic,22.96,One year
12445,Standard,75.03,Month-to-month
12446,Basic,27.45,Two year
12447,Premium,105.16,Two year
12448,Premium,141.01,Month-to-month
12449,Premium,147.86,One year
12450,Standard,67.12,One year
12451,Basic,42.32,One year
12452,Basic,31.19,One year
12453,Standard,58.25,Month-to-month
12454,Standard,57.86,One year
12455,Basic,26.39,Two year
12456,Standard,58.26,One year
12457,Basic,41.34,Month-to-month
12458,Standard,71.78,Month-to-month
12459,Standard,57.35,Month-to-month
12460,Standard,50.46,One year
12461,Standard,70.42,One year
12462,Basic,41.28,Month-to-month
12463,Standard,51.06,Month-to-month
12464,Standard,74.4,Month-to-month
12465,Standard,68.44,One year
12466,Basic,40.6,One year
12467,Premium,96.67,Month-to-month
12468,Basic,36.71,One year
12469,Premium,121.6,Month-to-month
12470,Basic,32.55,One year
12471,Premium,107.08,Two year
12472,Basic,26.66,Month-to-month
12473,Premium,114.15,One year
12474,Premium,100.21,Month-to-month
12475,Basic,31.02,Two year
12476,Premium,101.54,Month-to-month
12477,Basic,44.18,One year
12478,Basic,42.5,One year
12479,Basic,41.21,Month-to-month
12480,Basic,44.1,Month-to-month
12481,Premium,125.46,One year
12482,Standard,52.06,Two year
12483,Standard,62.87,Month-to-month
12484,Standard,81.05,Two year
12485,Standard,78.64,One year
12486,Standard,79.81,Two year
12487,Premium,120.12,One year
12488,Basic,26.75,Two year
12489,Premium,112.1,One year
12490,Basic,41.97,One year
12491,Basic,40.11,Month-to-month
12492,Premium,128.36,Month-to-month
12493,Standard,73.54,Two year
12494,Basic,23.34,One year
12495,Basic,38.93,One year
12496,Standard,70.68,Month-to-month
12497,Basic,40.49,Two year
12498,Standard,63.57,Two year
12499,Basic,40.05,Month-to-month
12500,Premium,99.58,One year
12501,Basic,35.64,Month-to-month
12502,Premium,101.71,Two year
12503,Premium,99.99,One year
12504,Basic,32.41,Month-to-month
12505,Premium,97.07,One year
12506,Basic,44.85,Month-to-month
12507,Standard,53.71,Two year
12508,Standard,75.67,Month-to-month
12509,Standard,65.22,One year
12510,Basic,20.81,Month-to-month
12511,Standard,78.27,One year
12512,Basic,40.03,Month-to-month
12513,Basic,42.21,Month-to-month
12514,Basic,37.07,One year
12515,Standard,78.85,Two year
12516,Basic,23.01,One year
12517,Standard,83.87,One year
12518,Basic,41.12,Month-to-month
12519,Basic,20.38,One year
12520,Premium,146.58,One year
12521,Standard,81.44,Month-to-month
12522,Standard,61.54,Month-to-month
12523,Basic,39.53,One year
12524,Basic,24.86,Month-to-month
12525,Basic,26.49,Month-to-month
12526,Standard,81.19,Month-to-month
12527,Basic,29.53,Month-to-month
12528,Premium,93.95,Month-to-month
12529,Standard,64.12,Two year
12530,Basic,35.06,One year
12531,Premium,99.34,Month-to-month
12532,Standard,82.75,Month-to-month
12533,Basic,43.83,Month-to-month
12534,Basic,41.67,One year
12535,Standard,51.75,Two year
12536,Standard,50.51,Month-to-month
12537,Premium,144.58,Month-to-month
12538,Standard,82.2,Month-to-month
12539,Premium,144.65,Two year
12540,Standard,53.89,Month-to-month
12541,Basic,29.52,One year
12542,Basic,43.08,One year
12543,Premium,102.39,Month-to-month
12544,Standard,70.49,Month-to-month
12545,Premium,141.23,Month-to-month
12546,Basic,44.75,One year
12547,Standard,50.77,One year
12548,Basic,43.31,Two year
12549,Standard,66.55,Two year
12550,Premium,118.25,Month-to-month
12551,Premium,138.29,Month-to-month
12552,Basic,27.48,Two year
12553,Basic,25.06,Month-to-month
12554,Standard,76.0,Month-to-month
12555,Standard,84.98,Two year
12556,Basic,31.71,One year
12557,Standard,71.34,Month-to-month
12558,Standard,69.22,Two year
12559,Standard,79.28,Month-to-month
12560,Standard,57.32,Month-to-month
12561,Premium,130.43,One year
12562,Basic,42.66,One year
12563,Standard,56.2,Month-to-month
12564,Standard,69.28,Two year
12565,Standard,62.44,Two year
12566,Standard,66.26,Month-to-month
12567,Premium,134.87,One year
12568,Standard,66.1,Month-to-month
12569,Basic,29.93,Two year
12570,Basic,28.51,Month-to-month
12571,Standard,83.98,One year
12572,Standard,84.26,Month-to-month
12573,Standard,55.01,Month-to-month
12574,Premium,103.49,Two year
12575,Basic,38.73,Month-to-month
12576,Standard,67.53,Month-to-month
12577,Premium,112.86,Two year
12578,Premium,149.45,Month-to-month
12579,Basic,35.29,One year
12580,Basic,33.41,One year
12581,Basic,30.49,Month-to-month
12582,Basic,44.04,Two year
12583,Standard,75.26,One year
12584,Standard,58.61,One year
12585,Standard,73.18,Two year
12586,Basic,42.5,Month-to-month
12587,Basic,29.14,Two year
12588,Basic,39.39,Month-to-month
12589,Basic,27.59,Month-to-month
12590,Standard,74.88,One year
12591,Basic,32.65,Month-to-month
12592,Standard,78.46,One year
12593,Basic,28.42,Month-to-month
12594,Basic,41.06,One year
12595,Standard,56.29,Two year
12596,Standard,70.23,Month-to-month
12597,Standard,65.74,Two year
12598,Standard,81.33,Month-to-month
12599,Premium,91.89,Two year
12600,Premium,124.7,One year
12601,Premium,101.51,Month-to-month
12602,Standard,73.17,Month-to-month
12603,Basic,39.95,Month-to-month
12604,Basic,36.7,One year
12605,Standard,74.35,Two year
12606,Basic,36.93,Month-to-month
12607,Basic,34.87,Month-to-month
12608,Premium,127.39,Month-to-month
12609,Basic,41.22,Two year
12610,Standard,52.38,Month-to-month
12611,Standard,61.13,Two year
12612,Basic,24.38,One year
12613,Standard,78.18,Two year
12614,Standard,70.29,One year
12615,Standard,77.67,One year
12616,Standard,76.15,Month-to-month
12617,Premium,117.91,Month-to-month
12618,Standard,51.94,One year
12619,Basic,36.44,Month-to-month
12620,Basic,38.11,Month-to-month
12621,Basic,41.13,Month-to-month
12622,Standard,76.65,Month-to-month
12623,Standard,84.06,Month-to-month
12624,Basic,26.34,Month-to-month
12625,Premium,135.14,Two year
12626,Standard,81.95,One year
12627,Standard,66.84,One year
12628,Basic,44.2,Two year
12629,Standard,61.43,One year
12630,Premium,141.33,Two year
12631,Premium,124.51,Month-to-month
12632,Basic,31.08,One year
12633,Standard,59.66,One year
12634,Basic,31.87,One year
12635,Premium,130.64,Month-to-month
12636,Standard,73.72,Month-to-month
12637,Basic,39.35,Month-to-month
12638,Basic,36.34,Month-to-month
12639,Basic,39.14,Two year
12640,Premium,92.64,Month-to-month
12641,Basic,28.92,Month-to-month
12642,Basic,35.81,Month-to-month
12643,Standard,57.36,Month-to-month
12644,Standard,77.71,Month-to-month
12645,Basic,23.59,One year
12646,Basic,32.76,Two year
12647,Premium,109.01,Month-to-month
12648,Standard,58.7,Month-to-month
12649,Standard,75.15,Month-to-month
12650,Premium,133.94,Month-to-month
12651,Basic,28.36,Month-to-month
12652,Premium,118.02,Month-to-month
12653,Basic,40.39,Month-to-month
12654,Standard,55.22,Month-to-month
12655,Basic,24.63,Month-to-month
12656,Premium,122.86,One year
12657,Standard,78.19,One year
12658,Standard,77.54,Two year
12659,Premium,133.49,One year
12660,Basic,42.55,Month-to-month
12661,Basic,21.11,One year
12662,Premium,125.67,One year
12663,Premium,109.36,One year
12664,Basic,27.79,Two year
12665,Basic,41.13,Month-to-month
12666,Basic,31.76,Month-to-month
12667,Basic,34.68,One year
12668,Standard,62.45,Month-to-month
12669,Standard,83.22,Month-to-month
12670,Standard,62.07,One year
12671,Basic,30.19,Month-to-month
12672,Standard,61.93,Two year
12673,Basic,31.17,Month-to-month
12674,Basic,29.18,One year
12675,Basic,29.48,Month-to-month
12676,Standard,65.32,One year
12677,Premium,102.59,One year
12678,Standard,77.13,Month-to-month
12679,Standard,84.03,Month-to-month
12680,Standard,61.59,Month-to-month
12681,Standard,75.77,Month-to-month
12682,Basic,30.72,Month-to-month
12683,Standard,83.22,One year
12684,Standard,52.17,Two year
12685,Basic,43.44,Two year
12686,Premium,117.73,Month-to-month
12687,Basic,43.27,Two year
12688,Standard,60.35,Month-to-month
12689,Basic,41.44,Month-to-month
12690,Basic,35.19,One year
12691,Basic,22.27,Month-to-month
12692,Premium,99.62,Two year
12693,Basic,22.66,Month-to-month
12694,Standard,56.56,One year
12695,Premium,97.02,One year
12696,Standard,68.02,Two year
12697,Basic,34.34,One year
12698,Standard,66.34,One year
12699,Premium,136.94,Two year
12700,Premium,149.46,Two year
12701,Standard,69.5,Month-to-month
12702,Basic,33.5,Month-to-month
12703,Standard,84.59,Month-to-month
12704,Basic,30.88,Two year
12705,Standard,77.57,Two year
12706,Basic,39.38,Month-to-month
12707,Premium,99.09,Month-to-month
12708,Basic,40.56,One year
12709,Basic,36.88,Month-to-month
12710,Basic,44.0,Month-to-month
12711,Standard,55.88,One year
12712,Basic,23.77,Two year
12713,Basic,41.16,Month-to-month
12714,Basic,35.18,One year
12715,Basic,32.6,One year
12716,Basic,37.42,Two year
12717,Basic,24.91,One year
12718,Standard,83.87,Two year
12719,Premium,132.07,One year
12720,Standard,81.45,Month-to-month
12721,Basic,37.6,Month-to-month
12722,Standard,84.06,Month-to-month
12723,Standard,72.15,Month-to-month
12724,Standard,72.87,Month-to-month
12725,Basic,25.85,Month-to-month
12726,Standard,60.82,Month-to-month
12727,Basic,30.68,Month-to-month
12728,Standard,62.77,One year
12729,Standard,66.81,Month-to-month
12730,Standard,60.03,Month-to-month
12731,Standard,69.11,Two year
12732,Premium,111.63,Month-to-month
12733,Basic,23.21,Month-to-month
12734,Basic,29.09,Two year
12735,Standard,82.79,One year
12736,Basic,21.65,One year
12737,Basic,29.32,Two year
12738,Basic,21.9,Month-to-month
12739,Basic,21.06,Month-to-month
12740,Standard,73.7,Month-to-month
12741,Basic,31.76,One year
12742,Standard,78.24,Two year
12743,Standard,57.95,Two year
12744,Standard,52.04,One year
12745,Basic,42.99,Month-to-month
12746,Premium,130.9,Month-to-month
12747,Basic,44.19,One year
12748,Basic,32.98,Two year
12749,Premium,97.85,One year
12750,Standard,56.46,Month-to-month
12751,Basic,32.08,One year
12752,Basic,37.99,One year
12753,Basic,44.41,Month-to-month
12754,Basic,31.29,Month-to-month
12755,Basic,23.04,One year
12756,Basic,25.3,One year
12757,Basic,30.08,One year
12758,Basic,40.97,Month-to-month
12759,Standard,54.7,Month-to-month
12760,Premium,128.22,Two year
12761,Standard,52.51,One year
12762,Standard,65.13,One year
12763,Standard,64.8,One year
12764,Basic,38.67,Month-to-month
12765,Standard,66.91,One year
12766,Basic,39.05,Month-to-month
12767,Premium,142.46,One year
12768,Standard,68.22,Month-to-month
12769,Basic,30.17,One year
12770,Basic,43.65,Month-to-month
12771,Basic,23.66,Two year
12772,Basic,36.99,One year
12773,Standard,54.59,One year
12774,Basic,29.33,Month-to-month
12775,Basic,25.94,One year
12776,Basic,24.89,Two year
12777,Standard,55.75,One year
12778,Premium,121.15,Month-to-month
12779,Premium,96.82,Month-to-month
12780,Basic,37.9,Month-to-month
12781,Basic,35.47,Month-to-month
12782,Basic,29.34,Two year
12783,Basic,44.9,Month-to-month
12784,Premium,113.32,One year
12785,Premium,125.16,Month-to-month
12786,Basic,29.47,One year
12787,Basic,43.17,Month-to-month
12788,Premium,116.29,One year
12789,Premium,93.91,Month-to-month
12790,Standard,54.74,Two year
12791,Standard,68.81,Two year
12792,Basic,39.7,Month-to-month
12793,Standard,63.71,Month-to-month
12794,Basic,39.43,Two year
12795,Standard,77.02,Month-to-month
12796,Standard,64.68,Month-to-month
12797,Premium,132.41,Month-to-month
12798,Standard,53.92,One year
12799,Standard,74.39,One year
12800,Basic,44.71,One year
12801,Basic,43.75,Month-to-month
12802,Premium,125.58,Two year
12803,Basic,26.33,One year
12804,Standard,81.01,One year
12805,Basic,36.58,Month-to-month
12806,Standard,58.66,Month-to-month
12807,Premium,135.3,Month-to-month
12808,Standard,67.53,Two year
12809,Standard,64.66,Two year
12810,Premium,99.62,Month-to-month
12811,Basic,35.92,One year
12812,Basic,40.45,One year
12813,Standard,60.17,Month-to-month
12814,Basic,40.39,One year
12815,Basic,37.7,One year
12816,Premium,120.94,One year
12817,Standard,79.89,Two year
12818,Standard,74.07,One year
12819,Standard,60.04,Month-to-month
12820,Standard,71.91,Month-to-month
12821,Standard,57.76,Month-to-month
12822,Basic,41.11,Month-to-month
12823,Premium,106.67,Month-to-month
12824,Premium,121.55,Two year
12825,Basic,24.32,One year
12826,Basic,31.52,One year
12827,Basic,25.18,Two year
12828,Basic,36.99,Month-to-month
12829,Basic,45.0,One year
12830,Basic,23.28,Two year
12831,Standard,67.91,Month-to-month
12832,Premium,132.33,One year
12833,Basic,44.08,One year
12834,Basic,22.64,Two year
12835,Standard,75.71,Month-to-month
12836,Standard,55.67,Month-to-month
12837,Basic,35.81,One year
12838,Basic,43.27,One year
12839,Premium,121.34,One year
12840,Basic,37.3,Month-to-month
12841,Standard,59.16,Month-to-month
12842,Premium,133.42,Month-to-month
12843,Premium,109.49,One year
12844,Standard,61.53,One year
12845,Premium,112.74,One year
12846,Basic,40.29,One year
12847,Basic,37.38,One year
12848,Basic,34.74,Month-to-month
12849,Basic,24.54,One year
12850,Premium,95.9,Month-to-month
12851,Basic,26.68,One year
12852,Basic,24.18,Two year
12853,Standard,72.55,Month-to-month
12854,Basic,26.07,One year
12855,Basic,30.26,Month-to-month
12856,Basic,27.87,Two year
12857,Standard,83.33,Month-to-month
12858,Basic,40.21,Month-to-month
12859,Standard,62.64,One year
12860,Premium,97.73,Month-to-month
12861,Premium,145.44,One year
12862,Standard,62.85,Two year
12863,Standard,73.72,One year
12864,Premium,142.68,One year
12865,Standard,83.65,Month-to-month
12866,Standard,64.54,Month-to-month
12867,Standard,73.57,One year
12868,Basic,44.65,Two year
12869,Standard,81.42,One year
12870,Premium,91.13,Two year
12871,Basic,31.89,One year
12872,Standard,75.6,One year
12873,Standard,81.8,Two year
12874,Basic,21.27,Month-to-month
12875,Premium,96.89,One year
12876,Standard,83.03,One year
12877,Premium,131.42,Month-to-month
12878,Basic,28.24,One year
12879,Standard,56.63,Two year
12880,Standard,74.2,One year
12881,Basic,23.71,Month-to-month
12882,Basic,26.67,Month-to-month
12883,Basic,41.32,One year
12884,Premium,134.34,One year
12885,Basic,38.23,Month-to-month
12886,Standard,60.77,One year
12887,Standard,67.1,Month-to-month
12888,Basic,25.1,Month-to-month
12889,Premium,123.95,Month-to-month
12890,Premium,148.28,Month-to-month
12891,Premium,142.3,Month-to-month
12892,Basic,27.68,One year
12893,Standard,73.53,One year
12894,Standard,71.94,Month-to-month
12895,Basic,33.39,Month-to-month
12896,Premium,129.92,One year
12897,Basic,28.28,Month-to-month
12898,Basic,31.17,Month-to-month
12899,Basic,43.29,One year
12900,Basic,24.93,Two year
12901,Standard,72.51,Two year
12902,Standard,79.35,Month-to-month
12903,Basic,28.99,Month-to-month
12904,Basic,31.52,Month-to-month
12905,Basic,37.09,Two year
12906,Premium,118.79,Month-to-month
12907,Standard,74.71,One year
12908,Standard,72.83,Month-to-month
12909,Standard,67.62,One year
12910,Premium,123.79,Month-to-month
12911,Standard,63.53,Month-to-month
12912,Basic,35.83,Month-to-month
12913,Basic,28.46,One year
12914,Standard,63.68,Two year
12915,Basic,23.06,Two year
12916,Basic,37.46,Month-to-month
12917,Premium,103.91,Month-to-month
12918,Premium,141.17,Month-to-month
12919,Premium,145.14,Month-to-month
12920,Standard,73.99,One year
12921,Premium,103.79,Month-to-month
12922,Standard,69.2,One year
12923,Premium,90.9,Month-to-month
12924,Standard,73.85,One year
12925,Basic,26.54,Month-to-month
12926,Standard,74.4,One year
12927,Standard,56.16,Two year
