customer_id,complaints,tickets,resolution_time
19441,0,1,3.43
19442,0,1,1.16
19443,0,1,3.85
19444,1,1,2.8
19445,0,1,14.18
19446,0,0,0.0
19447,0,0,0.0
19448,0,0,0.0
19449,0,2,10.97
19450,0,0,0.0
19451,5,5,22.56
19452,0,0,0.0
19453,5,7,2.81
19454,0,0,0.0
19455,3,3,2.79
19456,0,0,0.0
19457,0,2,4.99
19458,0,1,4.88
19459,1,1,20.25
19460,0,0,0.0
19461,1,1,21.6
19462,0,2,4.45
19463,0,0,0.0
19464,1,2,2.69
19465,5,5,12.24
19466,0,1,11.29
19467,0,0,0.0
19468,2,2,4.97
19469,0,0,0.0
19470,0,2,21.51
19471,0,0,0.0
19472,0,1,10.65
19473,0,0,0.0
19474,0,0,0.0
19475,2,3,11.66
19476,0,0,0.0
19477,0,1,11.02
19478,0,2,13.04
19479,0,4,12.79
19480,0,3,3.86
19481,0,2,8.99
19482,0,1,9.52
19483,0,0,0.0
19484,3,3,2.66
19485,0,3,27.28
19486,1,2,7.13
19487,0,0,0.0
19488,1,1,12.15
19489,1,1,13.92
19490,0,1,18.4
19491,0,2,5.47
19492,0,1,25.93
19493,0,0,0.0
19494,1,1,9.63
19495,0,2,8.07
19496,1,1,21.3
19497,0,0,0.0
19498,0,0,0.0
19499,0,0,0.0
19500,0,1,2.07
19501,0,0,0.0
19502,0,1,1.49
19503,0,1,30.78
19504,0,0,0.0
19505,0,1,13.02
19506,0,0,0.0
19507,0,0,0.0
19508,0,2,26.91
19509,0,0,0.0
19510,0,2,26.61
19511,0,3,31.31
19512,0,0,0.0
19513,0,1,16.55
19514,0,0,0.0
19515,0,0,0.0
19516,1,1,1.31
19517,0,0,0.0
19518,0,0,0.0
19519,0,0,0.0
19520,0,0,0.0
19521,0,0,0.0
19522,0,1,16.91
19523,0,0,0.0
19524,0,0,0.0
19525,0,0,0.0
19526,3,5,2.87
19527,0,1,7.74
19528,0,2,28.75
19529,0,0,0.0
19530,0,1,6.27
19531,0,2,10.49
19532,1,1,11.96
19533,0,0,0.0
19534,1,1,6.65
19535,1,2,2.79
19536,0,0,0.0
19537,4,5,7.87
19538,0,0,0.0
19539,1,4,2.07
19540,0,1,9.27
19541,3,3,12.98
19542,2,2,1.8
19543,0,2,27.98
19544,0,0,0.0
19545,0,0,0.0
19546,0,2,5.33
19547,0,0,0.0
19548,0,1,8.75
19549,2,3,23.94
19550,0,0,0.0
19551,1,2,4.22
19552,1,1,4.74
19553,2,3,1.9
19554,0,0,0.0
19555,0,0,0.0
19556,0,0,0.0
19557,0,1,10.08
19558,0,1,19.91
19559,2,2,2.28
19560,0,1,46.1
19561,3,3,5.27
19562,0,1,4.37
19563,0,0,0.0
19564,0,1,19.1
19565,1,1,1.27
19566,0,0,0.0
19567,1,1,28.24
19568,0,0,0.0
19569,0,0,0.0
19570,0,0,0.0
19571,1,3,10.6
19572,0,2,1.84
19573,0,0,0.0
19574,1,2,10.4
19575,0,0,0.0
19576,0,2,3.7
19577,0,0,0.0
19578,1,1,3.93
19579,1,1,11.65
19580,0,4,19.15
19581,0,0,0.0
19582,0,2,10.62
19583,0,0,0.0
19584,0,0,0.0
19585,3,4,11.66
19586,1,1,6.78
19587,0,2,10.63
19588,0,0,0.0
19589,2,2,55.62
19590,1,1,13.69
19591,0,0,0.0
19592,0,4,4.23
19593,1,1,14.21
19594,4,4,9.9
19595,0,0,0.0
19596,1,1,60.06
19597,3,3,20.34
19598,1,1,4.74
19599,0,0,0.0
19600,0,0,0.0
19601,0,0,0.0
19602,0,0,0.0
19603,1,3,4.42
19604,0,0,0.0
19605,0,0,0.0
19606,0,2,15.36
19607,0,1,2.39
19608,0,0,0.0
19609,0,1,10.82
19610,0,3,36.08
19611,0,1,26.47
19612,0,0,0.0
19613,1,1,36.84
19614,0,1,23.63
19615,0,0,0.0
19616,1,1,45.36
19617,0,0,0.0
19618,2,6,9.02
19619,0,0,0.0
19620,0,1,12.5
19621,0,1,1.45
19622,0,1,3.02
19623,0,0,0.0
19624,0,2,5.86
19625,1,2,7.33
19626,0,0,0.0
19627,1,1,28.71
19628,1,1,1.45
19629,0,0,0.0
19630,1,1,3.81
19631,0,0,0.0
19632,1,1,25.84
19633,0,0,0.0
19634,0,0,0.0
19635,0,1,8.2
19636,0,0,0.0
19637,0,1,15.51
19638,1,1,23.69
19639,0,1,8.16
19640,0,3,9.24
19641,0,1,2.52
19642,0,0,0.0
19643,0,0,0.0
19644,0,0,0.0
19645,0,1,21.67
19646,1,1,15.08
19647,1,3,7.52
19648,2,2,20.63
19649,0,2,17.5
19650,1,2,16.82
19651,2,3,2.63
19652,0,0,0.0
19653,0,2,36.52
19654,0,4,13.66
19655,0,1,10.65
19656,2,2,3.42
19657,2,3,11.84
19658,1,1,2.7
19659,0,1,22.71
19660,0,1,14.76
19661,1,1,6.77
19662,0,0,0.0
19663,0,0,0.0
19664,0,0,0.0
19665,0,1,3.49
19666,0,1,4.22
19667,0,0,0.0
19668,0,0,0.0
19669,0,0,0.0
19670,0,0,0.0
19671,1,1,7.16
19672,0,1,22.07
19673,0,1,5.61
19674,0,0,0.0
19675,1,5,29.18
19676,0,0,0.0
19677,1,1,10.01
19678,2,2,9.9
19679,0,1,2.57
19680,0,2,3.86
19681,0,0,0.0
19682,1,1,6.07
19683,0,0,0.0
19684,0,2,33.67
19685,0,0,0.0
19686,0,4,3.61
19687,0,1,12.07
19688,2,4,7.16
19689,1,2,4.05
19690,0,4,12.63
19691,0,4,1.78
19692,0,0,0.0
19693,1,1,2.94
19694,0,1,2.66
19695,0,2,40.52
19696,0,0,0.0
19697,0,0,0.0
19698,0,1,11.14
19699,0,0,0.0
19700,0,2,4.54
19701,2,4,9.78
19702,4,4,11.73
19703,1,1,37.19
19704,0,3,26.47
19705,1,1,10.49
19706,2,3,20.76
19707,2,6,8.96
19708,1,3,11.07
19709,0,0,0.0
19710,0,0,0.0
19711,0,0,0.0
19712,0,0,0.0
19713,1,3,48.07
19714,0,1,46.87
19715,0,0,0.0
19716,2,3,21.02
19717,0,0,0.0
19718,0,3,13.36
19719,0,1,2.15
19720,3,3,10.22
19721,0,0,0.0
19722,1,4,29.05
19723,0,0,0.0
19724,5,5,5.31
19725,0,1,7.16
19726,0,0,0.0
19727,0,2,7.03
19728,1,4,16.57
19729,0,1,53.16
19730,0,1,17.63
19731,0,0,0.0
19732,0,3,8.25
19733,0,0,0.0
19734,0,0,0.0
19735,1,2,7.13
19736,0,1,34.82
19737,0,4,9.1
19738,0,0,0.0
19739,0,0,0.0
19740,1,2,5.08
19741,0,3,8.22
19742,0,0,0.0
19743,5,7,9.54
19744,0,0,0.0
19745,0,0,0.0
19746,1,1,8.6
19747,1,1,28.63
19748,0,1,10.57
19749,1,1,5.42
19750,1,1,33.41
19751,1,2,6.83
19752,0,0,0.0
19753,0,1,48.01
19754,0,0,0.0
19755,1,1,10.65
19756,1,2,25.18
19757,0,1,4.05
19758,0,0,0.0
19759,0,1,2.78
19760,0,0,0.0
19761,2,3,4.5
19762,1,1,17.01
19763,2,2,5.58
19764,0,0,0.0
19765,0,0,0.0
19766,0,1,25.31
19767,0,0,0.0
19768,1,4,3.03
19769,0,0,0.0
19770,0,0,0.0
19771,0,0,0.0
19772,0,1,4.9
19773,0,1,18.05
19774,0,0,0.0
19775,0,0,0.0
19776,1,4,4.57
19777,0,0,0.0
19778,3,7,8.68
19779,1,1,1.34
19780,0,0,0.0
19781,0,0,0.0
19782,2,2,13.09
19783,3,3,8.2
19784,0,0,0.0
19785,0,1,9.68
19786,0,2,12.38
19787,2,2,11.05
19788,0,0,0.0
19789,1,2,7.4
19790,1,2,10.84
19791,0,2,10.63
19792,0,0,0.0
19793,1,2,4.4
19794,0,1,6.4
19795,1,1,21.09
19796,0,0,0.0
19797,0,0,0.0
19798,0,1,13.8
19799,0,0,0.0
19800,0,2,51.66
19801,0,1,7.28
19802,0,0,0.0
19803,0,2,5.15
19804,0,0,0.0
19805,0,0,0.0
19806,0,0,0.0
19807,3,5,21.96
19808,0,0,0.0
19809,0,0,0.0
19810,0,0,0.0
19811,0,0,0.0
19812,0,0,0.0
19813,0,1,5.69
19814,0,0,0.0
19815,0,0,0.0
19816,1,2,3.03
19817,1,5,3.13
19818,0,1,3.73
19819,2,3,8.56
19820,0,0,0.0
19821,0,0,0.0
19822,1,3,14.71
19823,5,6,2.07
19824,1,3,6.95
19825,0,1,10.2
19826,3,3,14.51
19827,0,0,0.0
19828,3,3,34.54
19829,0,0,0.0
19830,1,2,9.92
19831,0,1,11.93
19832,5,5,19.56
19833,0,0,0.0
19834,0,0,0.0
19835,0,3,1.17
19836,0,1,4.27
19837,0,4,6.9
19838,0,4,4.88
19839,0,1,18.24
19840,0,0,0.0
19841,0,0,0.0
19842,0,1,53.65
19843,0,0,0.0
19844,0,0,0.0
19845,1,1,9.44
19846,0,2,1.09
19847,0,0,0.0
19848,0,2,41.41
19849,0,0,0.0
19850,1,1,13.26
19851,0,0,0.0
19852,0,0,0.0
19853,0,0,0.0
19854,0,1,20.62
19855,0,0,0.0
19856,3,3,4.24
19857,0,1,9.05
19858,0,0,0.0
19859,0,1,21.65
19860,0,0,0.0
19861,2,2,1.59
19862,0,3,7.85
19863,0,1,4.48
19864,0,0,0.0
19865,1,1,6.24
19866,0,1,13.19
19867,1,1,14.01
19868,0,1,33.52
19869,1,1,18.58
19870,0,0,0.0
19871,0,0,0.0
19872,0,0,0.0
19873,0,0,0.0
19874,0,2,1.6
19875,2,2,15.6
19876,0,2,1.32
19877,1,2,11.37
19878,0,0,0.0
19879,1,2,2.27
19880,0,2,3.22
19881,0,0,0.0
19882,0,0,0.0
19883,0,0,0.0
19884,2,2,9.53
19885,0,0,0.0
19886,0,0,0.0
19887,1,1,8.9
19888,4,4,4.16
19889,2,2,2.8
19890,1,1,4.56
19891,0,0,0.0
19892,1,1,5.38
19893,1,2,26.51
19894,0,1,26.7
19895,1,2,17.98
19896,0,1,7.27
19897,3,4,2.92
19898,0,0,0.0
19899,0,2,12.28
19900,0,0,0.0
19901,0,0,0.0
19902,0,0,0.0
19903,0,1,11.35
19904,0,0,0.0
19905,0,0,0.0
19906,0,2,8.67
19907,0,0,0.0
19908,0,0,0.0
19909,0,0,0.0
19910,0,2,7.9
19911,0,1,4.17
19912,1,2,9.72
19913,0,0,0.0
19914,0,3,14.28
19915,0,0,0.0
19916,0,0,0.0
19917,0,0,0.0
19918,2,3,1.61
19919,0,0,0.0
19920,0,1,28.96
19921,0,0,0.0
19922,0,0,0.0
19923,0,1,12.68
19924,1,1,14.45
19925,1,5,3.67
19926,0,1,15.25
19927,0,0,0.0
19928,1,3,6.54
19929,0,1,19.37
19930,0,0,0.0
19931,0,1,21.93
19932,0,4,13.19
19933,0,0,0.0
19934,0,0,0.0
19935,1,1,1.27
19936,0,0,0.0
19937,1,2,13.8
19938,0,0,0.0
19939,0,0,0.0
19940,0,1,3.48
19941,3,3,29.48
19942,0,0,0.0
19943,1,1,49.66
19944,0,2,2.7
19945,0,0,0.0
19946,1,2,19.21
19947,0,0,0.0
19948,0,0,0.0
19949,0,0,0.0
19950,0,4,4.53
19951,0,0,0.0
19952,0,2,5.15
19953,0,0,0.0
19954,0,0,0.0
19955,0,0,0.0
19956,0,0,0.0
19957,0,2,14.97
19958,0,1,2.23
19959,1,1,5.46
19960,0,0,0.0
19961,0,0,0.0
19962,0,2,4.59
19963,0,0,0.0
19964,0,2,32.22
19965,2,2,2.16
19966,2,2,6.96
19967,1,1,11.78
19968,2,2,8.16
19969,2,2,11.11
19970,0,0,0.0
19971,0,0,0.0
19972,0,1,7.25
19973,0,1,12.81
19974,1,2,4.97
19975,0,0,0.0
19976,0,0,0.0
19977,0,0,0.0
19978,0,0,0.0
19979,1,3,12.89
19980,0,0,0.0
19981,0,4,3.43
19982,0,1,1.3
19983,0,0,0.0
19984,0,1,3.0
19985,0,0,0.0
19986,0,0,0.0
19987,0,0,0.0
19988,0,1,1.3
19989,2,2,1.26
19990,0,0,0.0
19991,0,2,2.89
19992,3,3,2.4
19993,1,1,6.24
19994,0,2,12.14
19995,0,0,0.0
19996,1,2,2.69
19997,0,1,17.65
19998,0,1,2.23
19999,0,3,3.74
20000,0,3,12.67
20001,1,2,7.37
20002,2,2,15.79
20003,1,1,4.96
20004,0,1,6.25
20005,2,3,18.67
20006,3,4,16.96
20007,0,0,0.0
20008,0,0,0.0
20009,0,0,0.0
20010,0,3,32.04
20011,0,0,0.0
20012,1,1,1.1
20013,0,1,31.37
20014,0,1,3.8
20015,0,0,0.0
20016,0,0,0.0
20017,0,2,22.87
20018,0,0,0.0
20019,2,2,1.31
20020,0,0,0.0
20021,0,0,0.0
20022,1,1,5.72
20023,0,1,12.6
20024,0,1,4.48
20025,0,1,5.3
20026,0,0,0.0
20027,1,2,14.89
20028,0,0,0.0
20029,0,2,16.43
20030,0,0,0.0
20031,0,2,23.64
20032,2,6,17.01
20033,0,0,0.0
20034,1,2,21.39
20035,0,0,0.0
20036,0,0,0.0
20037,0,0,0.0
20038,2,2,4.95
20039,1,2,12.94
20040,0,0,0.0
20041,0,0,0.0
20042,0,0,0.0
20043,0,2,11.39
20044,0,0,0.0
20045,0,2,13.58
20046,0,3,6.78
20047,3,3,11.71
20048,2,3,19.67
20049,0,2,11.59
20050,0,1,13.65
20051,0,2,6.8
20052,0,0,0.0
20053,0,0,0.0
20054,0,1,35.65
20055,0,0,0.0
20056,0,0,0.0
20057,1,1,2.27
20058,0,0,0.0
20059,0,0,0.0
20060,0,2,5.69
20061,0,3,48.18
20062,1,1,14.75
20063,1,1,8.53
20064,0,0,0.0
20065,0,0,0.0
20066,0,0,0.0
20067,0,0,0.0
20068,1,1,3.9
20069,0,0,0.0
20070,0,0,0.0
20071,0,0,0.0
20072,0,0,0.0
20073,0,0,0.0
20074,1,1,4.04
20075,0,0,0.0
20076,2,4,9.65
20077,0,0,0.0
20078,0,0,0.0
20079,0,0,0.0
20080,0,0,0.0
20081,3,5,27.43
20082,0,0,0.0
20083,0,1,25.44
20084,0,0,0.0
20085,0,0,0.0
20086,1,3,14.89
20087,0,0,0.0
20088,0,0,0.0
20089,0,0,0.0
20090,0,0,0.0
20091,1,2,3.49
20092,0,3,1.44
20093,0,1,11.65
20094,0,0,0.0
20095,0,0,0.0
20096,2,3,13.29
20097,4,4,59.02
20098,0,0,0.0
20099,1,2,8.05
20100,1,1,14.82
20101,0,0,0.0
20102,0,0,0.0
20103,2,3,6.85
20104,0,0,0.0
20105,1,1,18.69
20106,0,0,0.0
20107,0,1,11.71
20108,2,3,11.47
20109,5,5,15.53
20110,0,1,22.97
20111,1,1,4.59
20112,0,1,16.14
20113,0,0,0.0
20114,2,3,22.95
20115,0,0,0.0
20116,0,0,0.0
20117,0,0,0.0
20118,0,0,0.0
20119,1,4,13.48
20120,0,0,0.0
20121,0,1,24.1
20122,2,2,3.76
20123,0,1,25.78
20124,1,1,58.55
20125,0,1,40.06
20126,2,3,21.92
20127,0,0,0.0
20128,0,2,19.34
20129,0,1,16.92
20130,0,2,1.57
20131,1,1,39.11
20132,0,0,0.0
20133,0,0,0.0
20134,0,1,10.35
20135,0,0,0.0
20136,0,0,0.0
20137,0,0,0.0
20138,0,0,0.0
20139,0,1,2.0
20140,2,2,8.08
20141,0,0,0.0
20142,0,0,0.0
20143,0,0,0.0
20144,0,0,0.0
20145,0,1,5.81
20146,3,4,22.59
20147,1,2,7.22
20148,0,2,4.41
20149,0,2,1.63
20150,0,0,0.0
20151,0,0,0.0
20152,0,0,0.0
20153,0,4,18.65
20154,3,3,12.7
20155,0,2,2.88
20156,0,0,0.0
20157,0,1,4.67
20158,0,4,9.44
20159,0,0,0.0
20160,0,1,3.26
20161,4,4,3.32
20162,0,1,17.69
20163,0,4,2.69
20164,0,3,8.31
20165,0,1,3.93
20166,0,0,0.0
20167,0,0,0.0
20168,0,0,0.0
20169,2,3,3.54
20170,0,2,1.13
20171,0,0,0.0
20172,0,4,38.81
20173,0,0,0.0
20174,0,0,0.0
20175,2,2,27.84
20176,0,1,5.09
20177,1,1,45.13
20178,0,1,13.77
20179,0,2,11.78
20180,0,1,6.03
20181,1,2,3.56
20182,0,1,21.35
20183,0,1,27.94
20184,0,2,5.62
20185,0,0,0.0
20186,0,1,6.64
20187,0,1,7.56
20188,0,0,0.0
20189,0,2,7.47
20190,0,0,0.0
20191,0,0,0.0
20192,0,0,0.0
20193,0,0,0.0
20194,0,1,10.8
20195,5,6,7.9
20196,0,1,7.44
20197,2,2,11.87
20198,3,7,22.18
20199,0,1,20.33
20200,0,1,14.32
20201,2,2,11.18
20202,0,0,0.0
20203,0,1,4.96
20204,0,1,5.86
20205,2,2,19.56
20206,2,2,3.87
20207,1,2,19.23
20208,0,0,0.0
20209,0,3,21.87
20210,0,0,0.0
20211,0,3,14.78
20212,1,2,21.02
20213,0,0,0.0
20214,0,0,0.0
20215,0,1,32.82
20216,1,1,6.58
20217,0,0,0.0
20218,0,1,2.04
20219,0,0,0.0
20220,0,2,2.03
20221,0,0,0.0
20222,0,0,0.0
20223,0,0,0.0
20224,0,4,17.26
20225,0,0,0.0
20226,5,6,3.42
20227,0,0,0.0
20228,0,2,22.67
20229,0,1,3.46
20230,0,1,7.23
20231,1,1,1.44
20232,0,1,1.69
20233,0,0,0.0
20234,1,2,8.25
20235,2,2,13.25
20236,0,0,0.0
20237,0,1,5.2
20238,2,2,29.28
20239,0,1,20.1
20240,0,4,14.43
20241,0,0,0.0
20242,0,0,0.0
20243,0,1,9.02
20244,2,3,9.94
20245,0,1,1.88
20246,0,0,0.0
20247,0,1,4.18
20248,0,0,0.0
20249,0,1,2.32
20250,0,0,0.0
20251,0,0,0.0
20252,0,1,10.98
20253,0,0,0.0
20254,3,3,6.14
20255,0,0,0.0
20256,0,2,5.09
20257,1,1,11.02
20258,1,2,8.51
20259,1,3,29.75
20260,1,3,45.33
20261,0,0,0.0
20262,0,2,9.9
20263,3,3,34.07
20264,0,0,0.0
20265,0,0,0.0
20266,0,0,0.0
20267,0,0,0.0
20268,0,0,0.0
20269,3,3,7.74
20270,0,0,0.0
20271,0,1,43.15
20272,0,0,0.0
20273,0,2,7.79
20274,0,0,0.0
20275,0,1,10.64
20276,0,0,0.0
20277,0,2,4.15
20278,0,1,30.89
20279,0,1,5.5
20280,0,1,6.7
20281,0,0,0.0
20282,3,3,9.58
20283,0,0,0.0
20284,0,0,0.0
20285,1,1,42.01
20286,0,0,0.0
20287,0,0,0.0
20288,0,0,0.0
20289,0,0,0.0
20290,0,0,0.0
20291,0,0,0.0
20292,0,1,6.44
20293,0,0,0.0
20294,0,0,0.0
20295,0,0,0.0
20296,1,1,8.27
20297,1,1,3.96
20298,0,0,0.0
20299,1,2,8.0
20300,1,2,32.12
20301,0,1,15.69
20302,0,0,0.0
20303,1,1,16.38
20304,0,0,0.0
20305,0,0,0.0
20306,1,1,1.14
20307,0,0,0.0
20308,1,2,37.33
20309,0,0,0.0
20310,0,0,0.0
20311,1,1,2.22
20312,0,0,0.0
20313,4,4,10.04
20314,0,0,0.0
20315,0,0,0.0
20316,0,0,0.0
20317,0,4,16.87
20318,1,1,3.96
20319,1,1,1.0
20320,0,0,0.0
20321,0,1,2.16
20322,0,0,0.0
20323,0,0,0.0
20324,0,0,0.0
20325,1,1,7.56
20326,0,1,16.86
20327,0,0,0.0
20328,0,0,0.0
20329,0,1,5.63
20330,0,0,0.0
20331,0,0,0.0
20332,0,1,27.27
20333,2,3,3.76
20334,0,0,0.0
20335,0,0,0.0
20336,0,0,0.0
20337,0,1,16.52
20338,0,1,2.65
20339,1,1,7.25
20340,0,0,0.0
20341,0,2,35.81
20342,0,0,0.0
20343,1,2,3.16
20344,0,0,0.0
20345,0,2,1.84
20346,1,1,4.64
20347,0,0,0.0
20348,2,4,1.17
20349,0,1,1.42
20350,0,0,0.0
20351,0,1,1.58
20352,0,0,0.0
20353,0,1,5.18
20354,0,0,0.0
20355,5,5,8.76
20356,0,0,0.0
20357,1,1,19.06
20358,0,1,13.32
20359,0,0,0.0
20360,0,1,26.35
20361,0,1,8.78
20362,0,0,0.0
20363,0,0,0.0
20364,0,1,13.83
20365,1,4,3.84
20366,0,0,0.0
20367,0,1,34.1
20368,0,0,0.0
20369,0,0,0.0
20370,1,1,12.31
20371,0,3,3.91
20372,0,0,0.0
20373,2,2,21.7
20374,2,2,9.9
20375,0,1,2.46
20376,0,1,6.33
20377,0,0,0.0
20378,0,1,8.24
20379,0,0,0.0
20380,0,0,0.0
20381,1,3,15.52
20382,1,2,2.11
20383,0,0,0.0
20384,0,0,0.0
20385,0,0,0.0
20386,0,2,6.95
20387,0,0,0.0
20388,0,0,0.0
20389,0,0,0.0
20390,0,0,0.0
20391,1,2,10.76
20392,0,1,8.7
20393,1,1,28.93
20394,0,0,0.0
20395,0,1,2.42
20396,0,0,0.0
20397,0,2,7.81
20398,0,1,13.37
20399,1,1,15.72
20400,0,1,13.23
20401,1,2,5.87
20402,0,0,0.0
20403,0,1,4.13
20404,0,4,4.49
20405,0,0,0.0
20406,0,1,8.04
20407,1,1,18.71
20408,0,1,3.96
20409,0,1,15.76
20410,0,0,0.0
20411,0,0,0.0
20412,0,0,0.0
20413,0,0,0.0
20414,0,0,0.0
20415,0,0,0.0
20416,0,0,0.0
20417,1,1,6.34
20418,0,1,11.97
20419,0,0,0.0
20420,0,0,0.0
20421,1,2,10.91
20422,0,0,0.0
20423,0,0,0.0
20424,0,0,0.0
20425,0,0,0.0
20426,0,2,7.14
20427,0,1,2.03
20428,0,4,18.83
20429,0,1,41.01
20430,0,0,0.0
20431,0,0,0.0
20432,0,0,0.0
20433,0,0,0.0
20434,0,0,0.0
20435,0,0,0.0
20436,0,0,0.0
20437,0,0,0.0
20438,0,2,2.65
20439,1,1,7.03
20440,0,1,27.06
20441,0,0,0.0
20442,0,1,31.85
20443,0,2,8.06
20444,0,0,0.0
20445,0,1,2.71
20446,0,2,9.63
20447,0,2,25.98
20448,1,2,5.45
20449,0,0,0.0
20450,0,1,14.08
20451,1,2,7.43
20452,0,0,0.0
20453,0,0,0.0
20454,1,1,3.83
20455,0,0,0.0
20456,0,1,3.61
20457,0,1,11.71
20458,0,3,18.23
20459,0,0,0.0
20460,1,1,7.27
20461,0,3,17.95
20462,0,2,2.59
20463,0,0,0.0
20464,1,1,8.42
20465,0,2,6.26
20466,0,3,26.85
20467,1,1,22.06
20468,1,5,13.89
20469,0,0,0.0
20470,0,3,1.51
20471,1,2,22.93
20472,0,2,12.88
20473,4,8,7.23
20474,0,0,0.0
20475,0,0,0.0
20476,0,1,3.12
20477,0,1,16.75
20478,1,1,9.8
20479,0,2,16.53
20480,0,0,0.0
20481,1,1,13.56
20482,0,0,0.0
20483,0,0,0.0
20484,2,2,15.96
20485,0,0,0.0
20486,1,4,9.86
20487,0,0,0.0
20488,0,0,0.0
20489,0,1,13.32
20490,0,0,0.0
20491,0,0,0.0
20492,0,1,8.88
20493,0,0,0.0
20494,1,1,8.32
20495,0,0,0.0
20496,0,1,2.77
20497,0,0,0.0
20498,0,0,0.0
20499,0,0,0.0
20500,0,0,0.0
20501,0,1,15.8
20502,2,3,4.11
20503,1,2,16.01
20504,0,2,40.74
20505,0,1,5.39
20506,0,0,0.0
20507,0,0,0.0
20508,1,2,2.6
20509,0,0,0.0
20510,0,1,10.29
20511,0,0,0.0
20512,0,0,0.0
20513,2,2,37.81
20514,0,0,0.0
20515,0,0,0.0
20516,0,0,0.0
20517,0,1,2.73
20518,3,3,10.94
20519,1,1,7.62
20520,0,0,0.0
20521,2,2,9.99
20522,0,2,1.07
20523,0,2,54.79
20524,2,2,12.56
20525,1,1,5.6
20526,0,0,0.0
20527,1,2,10.55
20528,0,2,8.44
20529,0,0,0.0
20530,0,2,6.39
20531,0,0,0.0
20532,0,2,10.76
20533,0,1,4.35
20534,0,0,0.0
20535,0,0,0.0
20536,0,0,0.0
20537,0,0,0.0
20538,0,0,0.0
20539,0,0,0.0
20540,0,0,0.0
20541,0,0,0.0
20542,0,0,0.0
20543,2,2,30.74
20544,0,2,6.99
20545,0,0,0.0
20546,0,0,0.0
20547,0,0,0.0
20548,0,0,0.0
20549,0,1,28.61
20550,2,2,12.2
20551,0,0,0.0
20552,0,0,0.0
20553,2,2,13.06
20554,1,3,1.92
20555,3,3,5.59
20556,0,0,0.0
20557,0,0,0.0
20558,0,1,40.61
20559,0,0,0.0
20560,0,0,0.0
20561,0,1,4.01
20562,0,0,0.0
20563,2,2,45.25
20564,1,1,17.93
20565,0,0,0.0
20566,0,2,3.95
20567,0,0,0.0
20568,0,2,20.78
20569,0,2,11.09
20570,0,3,6.54
20571,1,1,10.93
20572,0,2,7.34
20573,0,2,43.35
20574,0,0,0.0
20575,0,0,0.0
20576,0,1,7.82
20577,1,1,11.69
20578,1,2,12.64
20579,0,1,1.68
20580,0,0,0.0
20581,1,2,14.57
20582,0,0,0.0
20583,0,0,0.0
20584,0,0,0.0
20585,0,3,21.73
20586,0,1,49.2
20587,0,1,31.42
20588,0,1,2.94
20589,1,2,10.29
20590,1,1,15.87
20591,0,0,0.0
20592,0,0,0.0
20593,0,0,0.0
20594,0,0,0.0
20595,0,0,0.0
20596,0,0,0.0
20597,0,0,0.0
20598,0,0,0.0
20599,0,1,26.48
20600,0,3,3.0
20601,0,1,18.15
20602,0,0,0.0
20603,0,1,15.09
20604,0,0,0.0
20605,1,1,3.57
20606,2,2,14.9
20607,0,0,0.0
20608,0,0,0.0
20609,0,2,8.44
20610,0,0,0.0
20611,0,3,10.99
20612,0,0,0.0
20613,1,1,43.3
20614,0,0,0.0
20615,0,1,6.71
20616,0,0,0.0
20617,0,1,1.11
20618,0,0,0.0
20619,0,1,20.14
20620,0,3,24.84
20621,0,2,6.19
20622,0,3,10.42
20623,0,1,22.17
20624,0,0,0.0
20625,0,0,0.0
20626,0,1,14.37
20627,0,2,3.13
20628,0,0,0.0
20629,0,0,0.0
20630,0,1,9.23
20631,0,2,31.76
20632,0,0,0.0
20633,1,1,10.05
20634,0,0,0.0
20635,0,0,0.0
20636,0,0,0.0
20637,0,0,0.0
20638,0,2,4.09
20639,0,0,0.0
20640,0,0,0.0
20641,0,0,0.0
20642,2,3,10.9
20643,1,3,1.97
20644,0,0,0.0
20645,0,1,47.19
20646,0,1,22.12
20647,0,4,17.82
20648,0,0,0.0
20649,0,0,0.0
20650,2,2,3.02
20651,0,0,0.0
20652,0,0,0.0
20653,0,0,0.0
20654,0,0,0.0
20655,0,1,7.52
20656,0,0,0.0
20657,0,0,0.0
20658,0,0,0.0
20659,0,3,6.41
20660,0,0,0.0
20661,0,0,0.0
20662,0,0,0.0
20663,0,2,2.61
20664,0,0,0.0
20665,0,0,0.0
20666,0,0,0.0
20667,1,1,1.45
20668,0,0,0.0
20669,0,0,0.0
20670,0,4,3.03
20671,0,1,8.33
20672,0,1,16.7
20673,1,1,3.82
20674,0,1,2.85
20675,0,0,0.0
20676,0,1,8.84
20677,0,0,0.0
20678,0,0,0.0
20679,0,1,24.89
20680,0,0,0.0
20681,0,1,22.7
20682,1,2,19.37
20683,0,0,0.0
20684,0,4,1.53
20685,1,1,3.61
20686,5,5,7.13
20687,1,2,4.75
20688,0,1,4.92
20689,2,2,6.31
20690,0,0,0.0
20691,2,2,2.13
20692,0,0,0.0
20693,0,0,0.0
20694,0,1,46.22
20695,0,0,0.0
20696,0,0,0.0
20697,0,1,1.11
20698,1,1,4.46
20699,1,2,27.24
20700,1,5,9.76
20701,0,0,0.0
20702,0,0,0.0
20703,1,1,3.47
20704,0,0,0.0
20705,0,0,0.0
20706,0,1,13.2
20707,2,4,15.2
20708,1,2,9.27
20709,0,0,0.0
20710,0,1,72.25
20711,0,0,0.0
