customerid,totalspending
15446,90.48
15447,348.24
15448,98.40
15449,336.39
15450,176.88
15451,244.26
15452,91.95
15453,133.38
15454,87.33
15455,183.87
15456,159.09
15457,88.53
15458,184.95
15459,131.46
15460,183.33
15461,94.38
15462,310.89
15463,234.96
15464,186.00
15465,118.95
15466,244.98
15467,383.16
15468,87.42
15469,104.52
15470,338.97
15471,109.83
15472,400.83
15473,88.47
15474,180.21
15475,63.57
15476,64.98
15477,194.76
15478,118.83
15479,126.18
15480,110.43
15481,115.29
15482,165.09
15483,90.00
15484,179.19
15485,160.53
15486,185.76
15487,63.90
15488,254.19
15489,61.65
15490,109.32
15491,302.31
15492,374.04
15493,370.83
15494,105.57
15495,96.45
15496,93.72
15497,68.91
15498,429.15
15499,128.34
15500,100.74
15501,98.40
15502,87.60
15503,281.91
15504,131.52
15505,101.07
15506,62.82
15507,74.10
15508,99.72
15509,293.58
15510,72.03
15511,439.56
15512,108.06
15513,231.99
15514,184.20
15515,99.96
15516,212.31
15517,225.15
15518,236.43
15519,171.27
15520,88.68
15521,117.21
15522,102.69
15523,235.56
15524,87.06
15525,182.10
15526,345.03
15527,415.02
15528,167.88
15529,306.42
15530,63.99
15531,378.06
15532,95.37
15533,60.75
15534,201.30
15535,193.17
15536,122.46
15537,155.61
15538,411.81
15539,94.62
15540,100.62
15541,96.54
15542,386.19
15543,66.12
15544,102.78
15545,225.69
15546,213.39
15547,169.56
15548,192.96
15549,228.78
15550,344.04
15551,254.73
15552,72.69
15553,246.93
15554,124.65
15555,122.01
15556,64.98
15557,438.45
15558,340.26
15559,103.41
15560,204.90
15561,88.62
15562,239.58
15563,270.66
15564,129.75
15565,169.23
15566,81.69
15567,117.96
15568,84.81
15569,93.75
15570,322.26
15571,215.10
15572,386.73
15573,342.09
15574,389.25
15575,128.22
15576,116.73
15577,123.66
15578,107.25
15579,72.54
15580,163.86
15581,111.30
15582,69.00
15583,442.98
15584,72.75
15585,381.99
15586,383.73
15587,109.35
15588,88.08
15589,177.90
15590,381.81
15591,66.48
15592,103.59
15593,396.30
15594,88.11
15595,115.59
15596,154.83
15597,108.03
15598,121.17
15599,62.10
15600,94.77
15601,217.89
15602,335.73
15603,296.49
15604,239.40
15605,163.17
15606,90.63
15607,76.26
15608,329.13
15609,85.53
15610,247.50
15611,96.57
15612,239.16
15613,102.69
15614,217.53
15615,197.58
15616,152.34
15617,64.68
15618,155.34
15619,183.48
15620,303.66
15621,115.53
15622,157.80
15623,126.57
15624,188.34
15625,401.70
15626,126.84
15627,191.25
15628,102.90
15629,124.41
15630,188.07
15631,383.61
15632,211.77
15633,113.31
15634,299.70
15635,88.65
15636,194.34
15637,98.40
15638,243.90
15639,292.02
15640,74.97
15641,112.56
15642,188.25
15643,165.21
15644,190.47
15645,240.21
15646,108.81
15647,119.70
15648,175.41
15649,237.54
15650,82.83
15651,80.97
15652,73.02
15653,243.12
15654,69.78
15655,95.04
15656,180.66
15657,180.51
15658,346.65
15659,228.90
15660,399.93
15661,241.05
15662,222.36
15663,286.95
15664,234.60
15665,205.08
15666,161.10
15667,233.55
15668,67.92
15669,95.22
15670,163.47
15671,62.34
15672,288.72
15673,377.73
15674,182.28
15675,110.31
15676,307.65
15677,158.76
15678,413.91
15679,89.10
15680,402.36
15681,104.40
15682,102.90
15683,401.13
15684,77.25
15685,403.32
15686,225.09
15687,221.67
15688,128.52
15689,340.89
15690,230.91
15691,253.08
15692,68.70
15693,174.33
15694,235.38
15695,226.86
15696,165.93
15697,78.42
15698,435.72
15699,246.72
15700,73.56
15701,158.64
15702,405.90
15703,204.48
15704,274.11
15705,66.27
15706,243.30
15707,60.96
15708,78.57
15709,165.12
15710,226.74
15711,168.39
15712,94.92
15713,111.36
15714,238.86
15715,248.97
15716,197.76
15717,115.11
15718,433.17
15719,112.20
15720,190.20
15721,75.21
15722,273.90
15723,185.79
15724,366.06
15725,85.26
15726,152.91
15727,195.30
15728,252.06
15729,296.49
15730,72.33
15731,245.70
15732,208.05
15733,102.87
15734,73.32
15735,112.95
15736,387.15
15737,113.22
15738,61.44
15739,244.65
15740,307.53
15741,162.24
15742,127.20
15743,74.79
15744,72.39
15745,401.13
15746,99.06
15747,379.08
15748,97.77
15749,130.35
15750,133.92
15751,151.20
15752,394.53
15753,110.70
15754,109.71
15755,219.87
15756,99.42
15757,317.37
15758,279.00
15759,195.84
15760,73.77
15761,104.61
15762,134.46
15763,169.38
15764,97.83
15765,219.00
15766,94.92
15767,356.13
15768,113.61
15769,395.94
15770,66.36
15771,325.98
15772,220.35
15773,189.81
15774,117.51
15775,190.41
15776,170.25
15777,247.50
15778,104.19
15779,184.41
15780,301.47
15781,449.52
15782,426.90
15783,196.71
15784,70.47
15785,162.54
15786,209.46
15787,375.15
15788,225.57
15789,119.28
15790,373.32
15791,220.26
15792,207.03
15793,83.22
15794,195.45
15795,96.24
15796,125.82
15797,109.53
15798,195.90
15799,205.35
15800,90.39
15801,348.18
15802,210.90
15803,122.79
15804,127.98
15805,92.52
15806,63.03
15807,162.90
15808,120.33
15809,218.37
15810,73.38
15811,61.14
15812,317.43
15813,103.14
15814,240.90
15815,211.98
15816,235.50
15817,88.53
15818,65.22
15819,211.83
15820,94.74
15821,416.34
15822,74.58
15823,109.56
15824,245.22
15825,359.82
15826,101.34
15827,272.82
15828,156.78
15829,130.20
15830,433.77
15831,443.79
15832,130.62
15833,115.02
15834,167.64
15835,160.50
15836,301.83
15837,77.61
15838,248.25
15839,102.90
15840,129.09
15841,164.40
15842,320.40
15843,75.24
15844,124.71
15845,72.12
15846,186.75
15847,99.24
15848,85.14
15849,296.76
15850,214.47
15851,100.86
15852,92.64
15853,70.74
15854,441.45
15855,426.21
15856,217.80
15857,68.58
15858,387.66
15859,73.44
15860,104.73
15861,87.30
15862,218.46
15863,72.06
15864,82.47
15865,157.53
15866,178.68
15867,91.41
15868,381.81
15869,96.54
15870,232.71
15871,175.56
15872,78.27
15873,291.99
15874,64.29
15875,243.39
15876,72.09
15877,422.82
15878,74.40
15879,416.91
15880,123.72
15881,61.68
15882,192.03
15883,203.16
15884,186.39
15885,275.31
15886,130.14
15887,108.87
15888,129.75
15889,316.83
15890,341.16
15891,199.59
15892,446.88
15893,165.87
15894,205.59
15895,328.92
15896,84.18
15897,315.54
15898,133.35
15899,157.47
15900,117.54
15901,276.78
15902,169.29
15903,172.71
15904,359.82
15905,447.06
15906,233.76
15907,170.82
15908,91.32
15909,228.51
15910,78.39
15911,422.61
15912,252.96
15913,119.40
15914,192.66
15915,211.50
15916,356.43
15917,160.62
15918,175.38
15919,174.30
15920,238.44
15921,85.05
15922,321.33
15923,184.44
15924,197.19
15925,122.19
15926,208.68
15927,383.97
15928,169.11
15929,193.80
15930,238.92
15931,85.95
15932,111.57
15933,188.13
15934,62.49
15935,284.37
15936,122.94
15937,185.22
15938,133.86
15939,274.35
15940,230.88
15941,252.06
15942,207.42
15943,77.13
15944,418.17
15945,64.71
15946,188.01
15947,64.50
15948,206.82
15949,77.25
15950,193.83
15951,70.56
15952,184.74
15953,388.89
15954,238.29
15955,215.34
15956,208.65
15957,205.68
15958,183.66
15959,327.87
15960,129.75
15961,64.77
15962,110.58
15963,195.66
15964,319.47
15965,335.55
15966,167.31
15967,412.98
15968,61.35
15969,108.00
15970,214.95
15971,84.84
15972,92.88
15973,162.42
15974,192.96
15975,435.45
15976,117.42
15977,89.97
15978,210.99
15979,118.92
15980,181.38
15981,156.57
15982,249.48
15983,240.96
15984,103.02
15985,305.34
15986,124.05
15987,114.66
15988,133.23
15989,104.49
15990,231.54
15991,70.32
15992,168.66
15993,190.32
15994,163.71
15995,202.47
15996,374.52
15997,175.62
15998,184.08
15999,363.09
16000,88.86
16001,92.61
16002,419.34
16003,115.14
16004,244.68
16005,236.16
16006,276.54
16007,174.57
16008,113.91
16009,120.69
16010,124.50
16011,74.61
16012,172.11
16013,76.74
16014,181.77
16015,322.02
16016,216.75
16017,436.86
16018,102.30
16019,298.08
16020,222.33
16021,92.55
16022,125.34
16023,131.43
16024,152.19
16025,134.34
16026,438.78
16027,294.27
16028,230.70
16029,173.07
16030,70.05
16031,318.48
16032,104.28
16033,363.63
16034,79.50
16035,70.17
16036,62.70
16037,274.68
16038,418.20
16039,184.86
16040,105.60
16041,119.34
16042,195.30
16043,172.50
16044,237.60
16045,85.11
16046,235.35
16047,157.08
16048,173.61
16049,368.31
16050,134.79
16051,357.24
16052,160.47
16053,342.24
16054,96.66
16055,252.78
16056,216.33
16057,215.61
16058,171.66
16059,115.56
16060,231.00
16061,100.02
16062,241.65
16063,243.06
16064,73.95
16065,70.86
16066,134.16
16067,216.96
16068,368.37
16069,392.28
16070,355.98
16071,118.86
16072,169.50
16073,117.33
16074,106.53
16075,67.71
16076,182.40
16077,62.40
16078,206.82
16079,316.11
16080,162.42
16081,191.88
16082,153.72
16083,131.88
16084,273.81
16085,82.44
16086,85.68
16087,233.04
16088,181.44
16089,445.44
16090,293.25
16091,77.31
16092,105.99
16093,97.41
16094,230.13
16095,157.35
16096,369.36
16097,187.35
16098,132.66
16099,85.50
16100,78.60
16101,84.87
16102,121.77
16103,230.58
16104,153.30
16105,161.97
16106,75.42
16107,90.84
16108,123.96
16109,383.79
16110,354.75
16111,96.69
16112,382.47
16113,180.57
16114,190.38
16115,96.18
16116,71.40
16117,94.83
16118,100.23
16119,238.02
16120,164.94
16121,245.55
16122,76.20
16123,119.25
16124,171.81
16125,65.34
16126,155.58
16127,124.65
16128,244.86
16129,83.01
16130,155.22
16131,193.23
16132,240.24
16133,116.46
16134,150.18
16135,234.39
16136,229.20
16137,75.48
16138,308.91
16139,234.72
16140,351.75
16141,105.54
16142,63.81
16143,120.00
16144,158.46
16145,207.66
16146,154.50
16147,63.96
16148,346.80
16149,206.52
16150,160.02
16151,121.11
16152,209.82
16153,62.31
16154,425.67
16155,220.62
16156,362.70
16157,94.17
16158,233.10
16159,81.51
16160,180.75
16161,188.01
16162,205.98
16163,177.21
16164,175.02
16165,92.97
16166,418.20
16167,105.48
16168,89.91
16169,324.66
16170,215.97
16171,121.89
16172,219.84
16173,124.86
16174,175.50
16175,86.01
16176,82.95
16177,196.29
16178,99.24
16179,182.97
16180,76.53
16181,211.56
16182,106.14
16183,323.49
16184,125.49
16185,186.69
16186,186.84
16187,340.38
16188,272.40
16189,63.21
16190,173.79
16191,153.39
16192,439.26
16193,123.06
16194,233.67
16195,95.25
16196,109.68
16197,150.75
16198,167.49
16199,199.53
16200,111.27
16201,66.27
16202,79.71
16203,116.88
16204,134.13
16205,134.79
16206,124.62
16207,430.23
16208,340.26
16209,124.44
16210,167.82
16211,83.10
16212,173.37
16213,129.51
16214,68.46
16215,184.65
16216,127.98
16217,131.31
16218,102.78
16219,105.33
16220,77.28
16221,189.60
16222,226.65
16223,99.57
16224,235.89
16225,131.22
16226,192.66
16227,132.21
16228,77.64
16229,85.50
16230,271.59
16231,92.64
16232,134.55
16233,153.57
16234,125.49
16235,400.98
16236,403.35
16237,391.23
16238,224.61
16239,441.06
16240,361.53
16241,111.51
16242,76.68
16243,132.54
16244,115.77
16245,170.55
16246,196.95
16247,245.79
16248,192.54
16249,227.34
16250,74.61
16251,206.31
16252,69.99
16253,69.96
16254,114.75
16255,120.36
16256,205.02
16257,82.74
16258,83.85
16259,220.02
16260,366.12
16261,274.44
16262,197.82
16263,157.08
16264,189.57
16265,133.26
16266,317.43
16267,218.28
16268,90.21
16269,384.48
16270,252.00
16271,210.03
16272,320.31
16273,417.84
16274,193.65
16275,121.35
16276,416.76
16277,95.79
16278,249.03
16279,68.76
16280,383.46
16281,418.41
16282,275.82
16283,163.68
16284,77.97
16285,84.75
16286,206.61
16287,88.02
16288,100.71
16289,76.20
16290,215.55
16291,187.23
16292,123.78
16293,119.94
16294,198.75
16295,132.09
16296,111.12
16297,83.04
16298,67.41
16299,218.40
16300,84.39
16301,66.36
16302,171.21
16303,84.99
16304,125.25
16305,61.32
16306,380.88
16307,87.63
16308,172.56
16309,289.77
16310,412.47
16311,113.46
16312,76.77
16313,216.81
16314,442.44
16315,225.03
16316,338.16
16317,393.42
16318,88.47
16319,183.84
16320,185.97
16321,181.32
16322,107.70
16323,177.15
16324,179.55
16325,84.48
16326,191.55
16327,64.65
16328,194.67
16329,290.10
16330,95.49
16331,76.20
16332,211.20
16333,297.60
16334,247.35
16335,177.90
16336,91.23
16337,123.45
16338,310.05
16339,241.41
16340,169.74
16341,314.19
16342,314.70
16343,98.34
16344,80.13
16345,84.39
16346,185.16
16347,68.97
16348,224.58
16349,316.38
16350,87.69
16351,99.24
16352,229.56
16353,429.21
16354,94.95
16355,69.45
16356,230.07
16357,295.05
16358,169.68
16359,87.54
16360,330.87
16361,413.94
16362,249.48
16363,117.21
16364,127.86
16365,221.49
16366,82.59
16367,329.91
16368,227.82
16369,82.62
16370,118.53
16371,107.01
16372,208.50
16373,61.59
16374,131.25
16375,93.18
16376,379.32
16377,292.47
16378,174.39
16379,238.68
16380,346.14
16381,228.78
16382,115.29
16383,285.42
16384,64.05
16385,114.96
16386,207.39
16387,189.45
16388,249.57
16389,420.96
16390,78.90
16391,153.27
16392,252.42
16393,196.44
16394,319.11
16395,287.28
16396,152.25
16397,183.30
16398,117.27
16399,86.55
16400,191.10
16401,226.56
16402,277.68
16403,208.41
16404,435.69
16405,69.72
16406,246.24
16407,324.03
16408,120.33
16409,201.93
16410,105.21
16411,172.02
16412,239.16
16413,81.72
16414,385.62
16415,152.34
16416,78.18
16417,210.45
16418,214.59
16419,89.76
16420,194.31
16421,113.07
16422,247.17
16423,234.00
16424,227.49
16425,184.80
16426,85.35
16427,251.97
16428,283.62
16429,111.00
16430,199.65
16431,106.44
16432,365.22
16433,80.76
16434,156.30
16435,118.47
16436,313.41
16437,223.32
16438,92.55
16439,354.45
16440,426.90
16441,180.66
16442,107.22
16443,88.83
16444,67.83
16445,192.81
16446,129.36
16447,128.31
16448,121.29
16449,307.95
16450,307.80
16451,244.68
16452,85.95
16453,129.54
16454,122.34
16455,252.45
16456,238.74
16457,130.11
16458,193.14
16459,235.35
16460,181.26
16461,151.56
16462,79.29
16463,110.55
16464,215.67
16465,180.69
16466,327.99
16467,232.47
16468,106.41
16469,217.47
16470,85.26
16471,109.95
16472,97.92
16473,388.14
16474,115.98
16475,277.08
16476,89.82
16477,119.70
16478,104.01
16479,164.76
16480,86.79
16481,283.41
16482,210.72
16483,201.30
16484,158.43
16485,330.75
16486,134.31
16487,440.70
16488,77.13
16489,384.75
16490,449.73
16491,247.02
16492,118.47
16493,112.32
16494,124.38
16495,202.74
16496,250.59
16497,345.69
16498,358.59
16499,117.57
16500,115.08
16501,390.72
16502,113.61
16503,154.32
16504,78.66
16505,123.87
16506,129.18
16507,228.03
16508,176.82
16509,150.27
16510,77.22
16511,88.26
16512,124.68
16513,412.59
16514,210.15
16515,125.19
16516,170.61
16517,337.80
16518,396.63
16519,131.97
16520,127.86
16521,394.14
16522,77.49
16523,72.51
16524,154.53
16525,97.62
16526,96.96
16527,81.18
16528,154.62
16529,206.70
16530,123.12
16531,251.25
16532,239.76
16533,203.67
16534,272.07
16535,199.80
16536,197.34
16537,91.65
16538,106.20
16539,127.53
16540,125.31
16541,62.19
16542,167.31
16543,227.46
16544,74.88
16545,421.50
16546,131.25
16547,246.09
16548,69.06
16549,152.61
16550,399.69
16551,123.75
16552,300.90
16553,338.07
16554,315.93
16555,90.15
16556,404.34
16557,277.29
16558,77.88
16559,239.64
16560,83.79
16561,127.29
16562,179.61
16563,74.13
16564,62.67
16565,237.63
16566,438.18
16567,103.89
16568,428.04
16569,434.34
16570,365.22
16571,231.27
16572,90.24
16573,170.52
16574,127.56
16575,383.16
16576,388.71
16577,74.67
16578,127.95
16579,229.65
16580,160.44
16581,209.37
16582,89.49
16583,110.79
16584,390.66
16585,89.43
16586,102.72
16587,63.81
16588,92.19
16589,200.55
16590,103.92
16591,303.00
16592,128.82
16593,111.18
16594,114.87
16595,238.08
16596,64.92
16597,61.11
16598,364.14
16599,105.48
16600,79.44
16601,304.65
16602,165.18
16603,90.03
16604,243.12
16605,306.81
16606,70.02
16607,106.92
16608,292.41
16609,207.30
16610,163.98
16611,99.06
16612,177.66
16613,444.42
16614,107.49
16615,126.03
16616,208.68
16617,326.55
16618,97.77
16619,362.13
16620,101.31
16621,92.58
16622,228.12
16623,249.06
16624,230.16
16625,328.50
16626,176.19
16627,209.73
16628,99.18
16629,97.17
16630,102.18
16631,69.54
16632,90.39
16633,229.83
16634,192.69
16635,74.91
16636,177.21
16637,172.83
16638,410.04
16639,281.94
16640,252.81
16641,109.17
16642,117.81
16643,214.26
16644,156.42
16645,67.83
16646,74.67
16647,241.53
16648,397.89
16649,72.72
16650,167.73
16651,299.28
16652,173.01
16653,134.01
16654,127.80
16655,226.05
16656,97.08
16657,128.91
16658,64.50
16659,161.94
16660,84.78
16661,239.07
16662,189.45
16663,88.65
16664,212.55
16665,206.55
16666,182.19
16667,308.91
16668,165.18
16669,202.08
16670,87.18
16671,298.86
16672,312.51
16673,200.61
16674,112.23
16675,245.22
16676,321.75
16677,341.64
16678,346.68
16679,320.01
16680,105.03
16681,192.96
16682,362.52
16683,192.78
16684,346.71
16685,109.14
16686,66.57
16687,113.10
16688,389.88
16689,249.27
16690,406.05
16691,116.91
16692,156.03
16693,254.88
16694,106.53
16695,133.44
16696,105.90
16697,271.56
16698,169.89
16699,234.99
16700,213.42
16701,222.84
16702,435.48
16703,76.95
16704,278.67
16705,127.59
16706,245.94
16707,445.32
16708,65.13
16709,108.69
16710,134.52
16711,126.51
16712,194.94
16713,351.48
16714,214.89
16715,190.50
16716,132.60
16717,218.91
16718,102.72
16719,74.52
16720,158.49
16721,299.94
16722,170.40
16723,226.80
16724,441.63
16725,86.88
16726,69.45
16727,253.47
16728,62.19
16729,162.60
16730,67.47
16731,246.93
16732,175.11
16733,151.80
16734,214.05
16735,333.69
16736,292.77
16737,84.09
16738,435.81
16739,156.24
16740,183.33
16741,84.18
16742,246.42
16743,327.33
16744,195.96
16745,351.12
16746,250.23
16747,121.92
16748,98.22
16749,134.43
16750,388.59
16751,240.12
16752,428.07
16753,93.00
16754,109.83
16755,67.02
16756,70.20
16757,122.76
16758,109.08
16759,63.42
16760,245.55
16761,186.90
16762,226.80
16763,100.32
16764,224.58
16765,112.65
16766,113.16
16767,130.86
16768,206.58
16769,64.32
16770,205.29
16771,242.64
16772,232.86
16773,211.35
16774,174.36
16775,97.05
16776,449.34
16777,88.08
16778,234.78
16779,214.44
16780,330.00
16781,299.04
16782,95.46
16783,81.69
16784,248.85
16785,70.77
16786,79.41
16787,116.22
16788,86.55
16789,432.00
16790,215.19
16791,272.43
16792,72.63
16793,115.14
16794,114.57
16795,184.38
16796,338.16
16797,300.18
16798,241.80
16799,112.62
16800,244.95
16801,72.87
16802,110.88
16803,133.50
16804,109.23
16805,189.45
16806,116.82
16807,164.28
16808,243.54
16809,130.74
16810,98.22
16811,157.14
16812,247.83
16813,227.91
16814,65.64
16815,411.54
16816,118.62
16817,108.90
16818,101.70
16819,60.66
16820,111.27
16821,396.15
16822,284.70
16823,350.70
16824,281.58
16825,252.27
16826,104.25
16827,96.72
16828,191.94
16829,122.01
16830,194.97
16831,153.54
16832,188.64
16833,129.27
16834,122.91
16835,183.72
16836,207.27
16837,74.01
16838,130.95
16839,118.83
16840,239.49
16841,246.36
16842,106.74
16843,246.75
16844,157.14
16845,175.77
16846,447.09
16847,166.41
16848,207.66
16849,292.83
16850,87.72
16851,97.11
16852,245.43
16853,118.71
16854,105.06
16855,221.10
16856,83.82
16857,430.50
16858,254.01
16859,134.37
16860,369.87
16861,114.81
16862,69.36
16863,181.53
16864,329.40
16865,337.92
16866,104.67
16867,174.60
16868,441.48
16869,80.46
16870,168.69
16871,132.54
16872,156.48
16873,389.88
16874,196.44
16875,75.66
16876,165.27
16877,248.07
16878,420.15
16879,441.57
16880,86.01
16881,191.40
16882,229.08
16883,164.79
16884,185.70
16885,150.72
16886,217.35
16887,80.55
16888,338.97
16889,126.93
16890,115.86
16891,227.37
16892,73.92
16893,103.71
16894,176.31
16895,403.53
16896,119.85
16897,71.52
16898,122.64
16899,192.57
16900,446.76
16901,99.06
16902,157.02
16903,318.33
16904,111.69
16905,205.92
16906,442.20
16907,73.56
16908,120.90
16909,229.92
16910,100.17
16911,74.25
16912,303.84
16913,206.85
16914,128.13
16915,186.15
16916,197.34
16917,242.10
16918,233.13
16919,92.19
16920,61.17
16921,120.36
16922,104.19
16923,172.02
16924,421.05
16925,63.51
16926,123.87
16927,123.15
16928,156.27
16929,82.23
16930,123.84
16931,239.52
16932,94.98
16933,231.06
16934,111.09
16935,90.45
16936,82.89
16937,126.48
16938,191.85
16939,90.66
16940,232.05
16941,193.05
16942,81.99
16943,83.25
16944,101.97
16945,288.27
16946,74.94
16947,99.00
16948,132.09
16949,112.05
16950,125.40
16951,219.51
16952,272.70
16953,127.68
16954,114.99
16955,207.27
16956,219.21
16957,435.09
16958,175.59
16959,70.14
16960,114.39
16961,79.35
16962,70.17
16963,440.22
16964,111.69
16965,98.55
16966,193.17
16967,373.02
16968,77.76
16969,126.69
16970,215.22
16971,154.65
16972,341.82
16973,129.12
16974,208.95
16975,169.08
16976,118.08
16977,76.47
16978,203.22
16979,203.94
16980,69.66
16981,331.59
16982,354.78
16983,164.91
16984,404.04
16985,109.08
16986,213.93
16987,198.84
16988,180.21
16989,417.21
16990,382.59
16991,190.92
16992,63.93
16993,68.73
16994,113.61
16995,79.86
16996,201.60
16997,344.19
16998,101.61
16999,65.40
17000,236.31
17001,108.12
17002,230.91
17003,70.71
17004,99.84
17005,310.56
17006,127.80
17007,197.55
17008,202.59
17009,80.43
17010,246.30
17011,115.20
17012,341.10
17013,82.71
17014,125.94
17015,186.51
17016,182.25
17017,444.63
17018,129.99
17019,113.37
17020,204.06
17021,167.07
17022,190.50
17023,225.12
17024,314.28
17025,207.66
17026,84.06
17027,327.69
17028,350.01
17029,230.04
17030,61.05
17031,121.35
17032,441.33
17033,62.76
17034,184.23
17035,74.52
17036,411.60
17037,96.60
17038,78.63
17039,119.88
17040,71.67
17041,250.50
17042,434.22
17043,116.10
17044,102.27
17045,222.15
17046,178.02
17047,202.95
17048,100.14
17049,211.68
17050,65.94
17051,65.67
17052,250.98
17053,132.87
17054,300.42
17055,245.55
17056,71.43
17057,109.53
17058,390.24
17059,428.58
17060,109.17
17061,173.79
17062,209.07
17063,429.39
17064,116.58
17065,61.98
17066,96.09
17067,87.12
17068,150.12
17069,319.08
17070,133.71
17071,77.22
17072,408.21
17073,188.01
17074,296.64
17075,160.29
17076,220.65
17077,87.90
17078,63.00
17079,130.14
17080,95.25
17081,180.84
17082,232.23
17083,111.78
17084,104.82
17085,71.49
17086,344.76
17087,100.02
17088,121.83
17089,131.37
17090,188.97
17091,188.82
17092,123.81
17093,320.19
17094,78.51
17095,187.95
17096,117.33
17097,335.76
17098,67.02
17099,113.49
17100,287.19
17101,105.90
17102,61.14
17103,133.59
17104,201.87
17105,429.12
17106,94.89
17107,200.01
17108,72.03
17109,196.92
17110,71.34
17111,360.78
17112,87.75
17113,163.53
17114,230.37
17115,67.02
17116,190.89
17117,76.71
17118,207.45
17119,73.38
17120,64.08
17121,123.78
17122,76.56
17123,347.19
17124,115.26
17125,104.85
17126,282.66
17127,111.75
17128,184.44
17129,292.50
17130,378.09
17131,230.04
17132,359.82
17133,336.66
17134,132.21
17135,111.60
17136,325.41
17137,162.09
17138,70.41
17139,228.57
17140,215.16
17141,249.63
17142,67.56
17143,155.28
17144,77.76
17145,110.25
17146,198.90
17147,413.76
17148,176.70
17149,192.60
17150,178.05
17151,196.86
17152,223.26
17153,185.82
17154,223.98
17155,202.62
17156,209.61
17157,423.66
17158,218.94
17159,192.90
17160,307.29
17161,92.94
17162,424.41
17163,129.87
17164,128.46
17165,118.92
17166,83.91
17167,132.48
17168,70.14
17169,118.71
17170,239.70
17171,129.18
17172,89.46
17173,118.71
17174,111.69
17175,313.02
17176,189.12
17177,121.20
17178,69.93
17179,272.37
17180,130.29
17181,85.20
17182,308.91
17183,118.92
17184,84.42
17185,430.89
17186,67.56
17187,173.31
17188,72.12
17189,125.76
17190,434.49
17191,92.28
17192,166.05
17193,240.42
17194,82.77
17195,254.70
17196,203.64
17197,117.24
17198,87.18
17199,123.33
17200,84.00
17201,313.56
17202,191.64
17203,82.65
17204,184.56
17205,227.97
17206,245.67
17207,288.27
17208,92.52
17209,216.30
17210,88.53
17211,449.43
17212,413.97
17213,249.90
17214,356.97
17215,127.92
17216,123.93
17217,203.19
17218,159.81
17219,162.33
17220,114.54
17221,179.25
17222,120.12
17223,158.22
17224,430.86
17225,66.60
17226,129.27
17227,240.69
17228,129.54
17229,130.95
17230,423.66
17231,378.06
17232,81.39
17233,87.42
17234,204.75
17235,227.73
17236,93.15
17237,221.49
17238,116.94
17239,151.89
17240,276.18
17241,92.13
17242,213.72
17243,86.01
17244,247.80
17245,174.33
17246,92.37
17247,245.10
17248,173.46
17249,239.31
17250,180.90
17251,179.79
17252,71.43
17253,177.36
17254,321.78
17255,91.92
17256,75.87
17257,110.61
17258,186.90
17259,238.83
17260,175.89
17261,104.49
17262,103.11
17263,205.41
17264,94.08
17265,152.25
17266,87.54
17267,352.02
17268,176.13
17269,219.96
17270,351.90
17271,91.26
17272,94.98
17273,77.67
17274,132.27
17275,231.45
17276,102.39
17277,233.82
17278,326.61
17279,96.66
17280,240.87
17281,64.11
17282,163.53
17283,161.70
17284,155.01
17285,125.61
17286,188.46
17287,182.43
17288,437.94
17289,202.77
17290,254.34
17291,431.55
17292,168.90
17293,75.45
17294,129.84
17295,351.54
17296,132.81
17297,304.62
17298,119.73
17299,66.03
17300,82.26
17301,229.56
17302,447.96
17303,246.99
17304,171.12
17305,191.16
17306,230.91
17307,304.11
17308,80.58
17309,249.84
17310,162.96
17311,62.46
17312,113.58
17313,393.72
17314,438.84
17315,202.50
17316,151.74
17317,195.75
17318,102.72
17319,293.85
17320,95.40
17321,329.01
17322,64.26
17323,206.10
17324,391.35
17325,365.37
17326,88.20
17327,353.94
17328,184.41
17329,107.40
17330,416.22
17331,207.63
17332,291.66
17333,175.80
17334,366.75
17335,422.34
17336,421.62
17337,238.32
17338,163.41
17339,114.09
17340,64.71
17341,187.08
17342,124.77
17343,120.51
17344,63.90
17345,85.89
17346,365.70
17347,86.67
17348,71.01
17349,78.66
17350,238.77
17351,131.76
17352,212.85
17353,119.46
17354,337.02
17355,168.03
17356,393.84
17357,431.31
17358,63.72
17359,100.44
17360,358.50
17361,111.45
17362,79.23
17363,86.07
17364,445.65
17365,333.90
17366,164.34
17367,125.40
17368,154.08
17369,328.17
17370,226.56
17371,87.12
17372,76.74
17373,113.67
17374,230.31
17375,76.32
17376,78.66
17377,245.58
17378,411.69
17379,276.12
17380,150.12
17381,380.25
17382,396.09
17383,94.08
17384,132.24
17385,330.09
17386,128.82
17387,129.06
17388,95.25
17389,213.60
17390,225.66
17391,209.40
17392,60.72
17393,390.69
17394,224.46
17395,207.30
17396,100.71
17397,434.67
17398,337.62
17399,394.95
17400,246.00
17401,83.13
17402,447.30
17403,191.10
17404,198.00
17405,101.94
17406,440.37
17407,321.66
17408,154.08
17409,439.05
17410,178.44
17411,188.94
17412,220.80
17413,151.32
17414,98.43
17415,432.21
17416,126.51
17417,225.75
17418,184.29
17419,194.46
17420,129.39
17421,95.85
17422,201.93
17423,62.97
17424,79.20
17425,207.12
17426,160.23
17427,104.61
17428,215.01
17429,122.13
17430,175.80
17431,79.17
17432,80.46
17433,112.08
17434,107.07
17435,162.42
17436,209.19
17437,439.68
17438,116.91
17439,431.85
17440,88.44
17441,299.07
17442,249.21
17443,60.15
