customerid,billmonth,totalamount,spendrank
61217,2026-06-01,125.97,32527
61217,2026-05-01,125.97,32527
61217,2026-07-01,125.97,32527
93781,2026-06-01,125.97,32527
93781,2026-05-01,125.97,32527
93781,2026-07-01,125.97,32527
26411,2026-06-01,125.96,32542
26411,2026-07-01,125.96,32542
26411,2026-05-01,125.96,32542
38542,2026-06-01,125.96,32542
38542,2026-07-01,125.96,32542
38542,2026-05-01,125.96,32542
63371,2026-05-01,125.96,32542
63371,2026-07-01,125.96,32542
63371,2026-06-01,125.96,32542
7288,2026-07-01,125.95,32551
7288,2026-06-01,125.95,32551
7288,2026-05-01,125.95,32551
70089,2026-07-01,125.95,32551
70089,2026-06-01,125.95,32551
70089,2026-05-01,125.95,32551
72086,2026-06-01,125.95,32551
72086,2026-05-01,125.95,32551
72086,2026-07-01,125.95,32551
96130,2026-05-01,125.94,32560
96130,2026-07-01,125.94,32560
96130,2026-06-01,125.94,32560
10245,2026-05-01,125.93,32563
10245,2026-07-01,125.93,32563
10245,2026-06-01,125.93,32563
14974,2026-06-01,125.93,32563
14974,2026-07-01,125.93,32563
14974,2026-05-01,125.93,32563
27696,2026-05-01,125.93,32563
27696,2026-06-01,125.93,32563
27696,2026-07-01,125.93,32563
67701,2026-05-01,125.93,32563
67701,2026-06-01,125.93,32563
67701,2026-07-01,125.93,32563
75204,2026-05-01,125.93,32563
75204,2026-06-01,125.93,32563
75204,2026-07-01,125.93,32563
81724,2026-05-01,125.93,32563
81724,2026-06-01,125.93,32563
81724,2026-07-01,125.93,32563
8897,2026-07-01,125.92,32581
8897,2026-05-01,125.92,32581
8897,2026-06-01,125.92,32581
58773,2026-07-01,125.92,32581
58773,2026-05-01,125.92,32581
58773,2026-06-01,125.92,32581
68857,2026-07-01,125.92,32581
68857,2026-06-01,125.92,32581
68857,2026-05-01,125.92,32581
94503,2026-07-01,125.92,32581
94503,2026-05-01,125.92,32581
94503,2026-06-01,125.92,32581
443,2026-07-01,125.91,32593
443,2026-06-01,125.91,32593
443,2026-05-01,125.91,32593
66235,2026-06-01,125.91,32593
66235,2026-07-01,125.91,32593
66235,2026-05-01,125.91,32593
30405,2026-05-01,125.90,32599
30405,2026-07-01,125.90,32599
30405,2026-06-01,125.90,32599
34581,2026-06-01,125.90,32599
34581,2026-07-01,125.90,32599
34581,2026-05-01,125.90,32599
41558,2026-07-01,125.90,32599
41558,2026-05-01,125.90,32599
41558,2026-06-01,125.90,32599
69820,2026-06-01,125.90,32599
69820,2026-07-01,125.90,32599
69820,2026-05-01,125.90,32599
93675,2026-06-01,125.89,32611
93675,2026-07-01,125.89,32611
93675,2026-05-01,125.89,32611
87494,2026-06-01,125.87,32614
87494,2026-05-01,125.87,32614
87494,2026-07-01,125.87,32614
97759,2026-05-01,125.87,32614
97759,2026-06-01,125.87,32614
97759,2026-07-01,125.87,32614
15180,2026-06-01,125.86,32620
15180,2026-07-01,125.86,32620
15180,2026-05-01,125.86,32620
38097,2026-05-01,125.86,32620
38097,2026-07-01,125.86,32620
38097,2026-06-01,125.86,32620
82326,2026-06-01,125.86,32620
82326,2026-05-01,125.86,32620
82326,2026-07-01,125.86,32620
12355,2026-06-01,125.85,32629
12355,2026-07-01,125.85,32629
12355,2026-05-01,125.85,32629
17922,2026-07-01,125.85,32629
17922,2026-06-01,125.85,32629
17922,2026-05-01,125.85,32629
22466,2026-06-01,125.84,32635
22466,2026-05-01,125.84,32635
22466,2026-07-01,125.84,32635
32332,2026-05-01,125.84,32635
32332,2026-06-01,125.84,32635
32332,2026-07-01,125.84,32635
52988,2026-06-01,125.84,32635
52988,2026-05-01,125.84,32635
52988,2026-07-01,125.84,32635
73402,2026-05-01,125.84,32635
73402,2026-07-01,125.84,32635
73402,2026-06-01,125.84,32635
52924,2026-07-01,125.83,32647
52924,2026-06-01,125.83,32647
52924,2026-05-01,125.83,32647
80077,2026-06-01,125.83,32647
80077,2026-07-01,125.83,32647
80077,2026-05-01,125.83,32647
14090,2026-07-01,125.82,32653
14090,2026-06-01,125.82,32653
14090,2026-05-01,125.82,32653
19124,2026-06-01,125.82,32653
19124,2026-05-01,125.82,32653
19124,2026-07-01,125.82,32653
23230,2026-05-01,125.82,32653
23230,2026-07-01,125.82,32653
23230,2026-06-01,125.82,32653
29936,2026-05-01,125.82,32653
29936,2026-07-01,125.82,32653
29936,2026-06-01,125.82,32653
47685,2026-05-01,125.82,32653
47685,2026-07-01,125.82,32653
47685,2026-06-01,125.82,32653
62749,2026-05-01,125.82,32653
62749,2026-06-01,125.82,32653
62749,2026-07-01,125.82,32653
78295,2026-06-01,125.82,32653
78295,2026-05-01,125.82,32653
78295,2026-07-01,125.82,32653
39005,2026-05-01,125.81,32674
39005,2026-06-01,125.81,32674
39005,2026-07-01,125.81,32674
75720,2026-06-01,125.81,32674
75720,2026-07-01,125.81,32674
75720,2026-05-01,125.81,32674
43361,2026-05-01,125.80,32680
43361,2026-07-01,125.80,32680
43361,2026-06-01,125.80,32680
49043,2026-07-01,125.80,32680
49043,2026-05-01,125.80,32680
49043,2026-06-01,125.80,32680
61878,2026-06-01,125.80,32680
61878,2026-05-01,125.80,32680
61878,2026-07-01,125.80,32680
69856,2026-07-01,125.80,32680
69856,2026-05-01,125.80,32680
69856,2026-06-01,125.80,32680
94887,2026-07-01,125.80,32680
94887,2026-05-01,125.80,32680
94887,2026-06-01,125.80,32680
20595,2026-05-01,125.79,32695
20595,2026-07-01,125.79,32695
20595,2026-06-01,125.79,32695
62173,2026-07-01,125.79,32695
62173,2026-06-01,125.79,32695
62173,2026-05-01,125.79,32695
62920,2026-06-01,125.79,32695
62920,2026-07-01,125.79,32695
62920,2026-05-01,125.79,32695
80322,2026-05-01,125.78,32704
80322,2026-06-01,125.78,32704
80322,2026-07-01,125.78,32704
86182,2026-05-01,125.78,32704
86182,2026-06-01,125.78,32704
86182,2026-07-01,125.78,32704
3949,2026-06-01,125.77,32710
3949,2026-05-01,125.77,32710
3949,2026-07-01,125.77,32710
24312,2026-06-01,125.77,32710
24312,2026-05-01,125.77,32710
24312,2026-07-01,125.77,32710
33557,2026-07-01,125.77,32710
33557,2026-06-01,125.77,32710
33557,2026-05-01,125.77,32710
51842,2026-05-01,125.77,32710
51842,2026-07-01,125.77,32710
51842,2026-06-01,125.77,32710
65284,2026-06-01,125.77,32710
65284,2026-07-01,125.77,32710
65284,2026-05-01,125.77,32710
71498,2026-05-01,125.77,32710
71498,2026-07-01,125.77,32710
71498,2026-06-01,125.77,32710
79692,2026-07-01,125.77,32710
79692,2026-05-01,125.77,32710
79692,2026-06-01,125.77,32710
83504,2026-06-01,125.77,32710
83504,2026-05-01,125.77,32710
83504,2026-07-01,125.77,32710
92601,2026-07-01,125.77,32710
92601,2026-05-01,125.77,32710
92601,2026-06-01,125.77,32710
28580,2026-05-01,125.76,32737
28580,2026-07-01,125.76,32737
28580,2026-06-01,125.76,32737
29889,2026-05-01,125.76,32737
29889,2026-06-01,125.76,32737
29889,2026-07-01,125.76,32737
36328,2026-06-01,125.76,32737
36328,2026-05-01,125.76,32737
36328,2026-07-01,125.76,32737
63540,2026-06-01,125.76,32737
63540,2026-07-01,125.76,32737
63540,2026-05-01,125.76,32737
84950,2026-07-01,125.76,32737
84950,2026-05-01,125.76,32737
84950,2026-06-01,125.76,32737
98281,2026-06-01,125.76,32737
98281,2026-05-01,125.76,32737
98281,2026-07-01,125.76,32737
14035,2026-07-01,125.75,32755
14035,2026-05-01,125.75,32755
14035,2026-06-01,125.75,32755
27731,2026-05-01,125.75,32755
27731,2026-06-01,125.75,32755
27731,2026-07-01,125.75,32755
28706,2026-06-01,125.75,32755
28706,2026-07-01,125.75,32755
28706,2026-05-01,125.75,32755
37407,2026-05-01,125.74,32764
37407,2026-06-01,125.74,32764
37407,2026-07-01,125.74,32764
43567,2026-05-01,125.74,32764
43567,2026-07-01,125.74,32764
43567,2026-06-01,125.74,32764
95997,2026-05-01,125.74,32764
95997,2026-06-01,125.74,32764
95997,2026-07-01,125.74,32764
292,2026-06-01,125.72,32773
292,2026-07-01,125.72,32773
292,2026-05-01,125.72,32773
20713,2026-07-01,125.72,32773
20713,2026-05-01,125.72,32773
20713,2026-06-01,125.72,32773
55392,2026-06-01,125.72,32773
55392,2026-07-01,125.72,32773
55392,2026-05-01,125.72,32773
67969,2026-06-01,125.72,32773
67969,2026-05-01,125.72,32773
67969,2026-07-01,125.72,32773
92621,2026-06-01,125.72,32773
92621,2026-07-01,125.72,32773
92621,2026-05-01,125.72,32773
99512,2026-06-01,125.72,32773
99512,2026-05-01,125.72,32773
99512,2026-07-01,125.72,32773
11270,2026-07-01,125.71,32791
11270,2026-05-01,125.71,32791
11270,2026-06-01,125.71,32791
76900,2026-06-01,125.71,32791
76900,2026-07-01,125.71,32791
76900,2026-05-01,125.71,32791
55124,2026-06-01,125.70,32797
55124,2026-05-01,125.70,32797
55124,2026-07-01,125.70,32797
55880,2026-07-01,125.70,32797
55880,2026-05-01,125.70,32797
55880,2026-06-01,125.70,32797
93269,2026-07-01,125.70,32797
93269,2026-05-01,125.70,32797
93269,2026-06-01,125.70,32797
10565,2026-06-01,125.69,32806
10565,2026-05-01,125.69,32806
10565,2026-07-01,125.69,32806
25121,2026-07-01,125.69,32806
25121,2026-05-01,125.69,32806
25121,2026-06-01,125.69,32806
38408,2026-06-01,125.69,32806
38408,2026-07-01,125.69,32806
38408,2026-05-01,125.69,32806
44143,2026-07-01,125.69,32806
44143,2026-06-01,125.69,32806
44143,2026-05-01,125.69,32806
56823,2026-06-01,125.69,32806
56823,2026-05-01,125.69,32806
56823,2026-07-01,125.69,32806
1853,2026-06-01,125.68,32821
1853,2026-07-01,125.68,32821
1853,2026-05-01,125.68,32821
32173,2026-05-01,125.68,32821
32173,2026-07-01,125.68,32821
32173,2026-06-01,125.68,32821
90902,2026-06-01,125.68,32821
90902,2026-05-01,125.68,32821
90902,2026-07-01,125.68,32821
91288,2026-07-01,125.68,32821
91288,2026-05-01,125.68,32821
91288,2026-06-01,125.68,32821
91293,2026-07-01,125.68,32821
91293,2026-06-01,125.68,32821
91293,2026-05-01,125.68,32821
34018,2026-06-01,125.67,32836
34018,2026-07-01,125.67,32836
34018,2026-05-01,125.67,32836
55095,2026-06-01,125.67,32836
55095,2026-05-01,125.67,32836
55095,2026-07-01,125.67,32836
33632,2026-05-01,125.65,32842
33632,2026-07-01,125.65,32842
33632,2026-06-01,125.65,32842
44833,2026-06-01,125.65,32842
44833,2026-05-01,125.65,32842
44833,2026-07-01,125.65,32842
55529,2026-07-01,125.65,32842
55529,2026-05-01,125.65,32842
55529,2026-06-01,125.65,32842
61865,2026-06-01,125.65,32842
61865,2026-07-01,125.65,32842
61865,2026-05-01,125.65,32842
1708,2026-07-01,125.63,32854
1708,2026-06-01,125.63,32854
1708,2026-05-01,125.63,32854
53644,2026-06-01,125.63,32854
53644,2026-05-01,125.63,32854
53644,2026-07-01,125.63,32854
83726,2026-07-01,125.62,32860
83726,2026-06-01,125.62,32860
83726,2026-05-01,125.62,32860
85983,2026-06-01,125.62,32860
85983,2026-05-01,125.62,32860
85983,2026-07-01,125.62,32860
51085,2026-06-01,125.61,32866
51085,2026-07-01,125.61,32866
51085,2026-05-01,125.61,32866
97698,2026-05-01,125.61,32866
97698,2026-06-01,125.61,32866
97698,2026-07-01,125.61,32866
28071,2026-06-01,125.60,32872
28071,2026-05-01,125.60,32872
28071,2026-07-01,125.60,32872
28144,2026-07-01,125.60,32872
28144,2026-05-01,125.60,32872
28144,2026-06-01,125.60,32872
37848,2026-06-01,125.60,32872
37848,2026-07-01,125.60,32872
37848,2026-05-01,125.60,32872
69879,2026-06-01,125.60,32872
69879,2026-05-01,125.60,32872
69879,2026-07-01,125.60,32872
93423,2026-06-01,125.60,32872
93423,2026-05-01,125.60,32872
93423,2026-07-01,125.60,32872
97037,2026-05-01,125.60,32872
97037,2026-06-01,125.60,32872
97037,2026-07-01,125.60,32872
36624,2026-07-01,125.59,32890
36624,2026-06-01,125.59,32890
36624,2026-05-01,125.59,32890
57382,2026-07-01,125.59,32890
57382,2026-06-01,125.59,32890
57382,2026-05-01,125.59,32890
90378,2026-05-01,125.59,32890
90378,2026-07-01,125.59,32890
90378,2026-06-01,125.59,32890
13630,2026-07-01,125.58,32899
13630,2026-05-01,125.58,32899
13630,2026-06-01,125.58,32899
49657,2026-05-01,125.58,32899
49657,2026-06-01,125.58,32899
49657,2026-07-01,125.58,32899
60055,2026-06-01,125.58,32899
60055,2026-07-01,125.58,32899
60055,2026-05-01,125.58,32899
85861,2026-06-01,125.58,32899
85861,2026-07-01,125.58,32899
85861,2026-05-01,125.58,32899
9788,2026-07-01,125.56,32911
9788,2026-06-01,125.56,32911
9788,2026-05-01,125.56,32911
36202,2026-06-01,125.56,32911
36202,2026-05-01,125.56,32911
36202,2026-07-01,125.56,32911
42352,2026-05-01,125.56,32911
42352,2026-06-01,125.56,32911
42352,2026-07-01,125.56,32911
64506,2026-06-01,125.56,32911
64506,2026-07-01,125.56,32911
64506,2026-05-01,125.56,32911
85874,2026-07-01,125.56,32911
85874,2026-06-01,125.56,32911
85874,2026-05-01,125.56,32911
91127,2026-05-01,125.56,32911
91127,2026-06-01,125.56,32911
91127,2026-07-01,125.56,32911
15409,2026-07-01,125.55,32929
15409,2026-06-01,125.55,32929
15409,2026-05-01,125.55,32929
17267,2026-07-01,125.55,32929
17267,2026-05-01,125.55,32929
17267,2026-06-01,125.55,32929
22514,2026-07-01,125.55,32929
22514,2026-06-01,125.55,32929
22514,2026-05-01,125.55,32929
54294,2026-06-01,125.55,32929
54294,2026-07-01,125.55,32929
54294,2026-05-01,125.55,32929
72134,2026-05-01,125.55,32929
72134,2026-07-01,125.55,32929
72134,2026-06-01,125.55,32929
35577,2026-07-01,125.54,32944
35577,2026-05-01,125.54,32944
35577,2026-06-01,125.54,32944
52602,2026-06-01,125.54,32944
52602,2026-05-01,125.54,32944
52602,2026-07-01,125.54,32944
86840,2026-07-01,125.53,32950
86840,2026-06-01,125.53,32950
86840,2026-05-01,125.53,32950
91498,2026-05-01,125.53,32950
91498,2026-07-01,125.53,32950
91498,2026-06-01,125.53,32950
58341,2026-06-01,125.52,32956
58341,2026-07-01,125.52,32956
58341,2026-05-01,125.52,32956
70366,2026-06-01,125.52,32956
70366,2026-07-01,125.52,32956
70366,2026-05-01,125.52,32956
75878,2026-05-01,125.52,32956
75878,2026-06-01,125.52,32956
75878,2026-07-01,125.52,32956
17270,2026-05-01,125.51,32965
17270,2026-07-01,125.51,32965
17270,2026-06-01,125.51,32965
24920,2026-07-01,125.51,32965
24920,2026-06-01,125.51,32965
24920,2026-05-01,125.51,32965
39885,2026-05-01,125.50,32971
39885,2026-07-01,125.50,32971
39885,2026-06-01,125.50,32971
45907,2026-05-01,125.50,32971
45907,2026-06-01,125.50,32971
45907,2026-07-01,125.50,32971
84545,2026-05-01,125.50,32971
84545,2026-06-01,125.50,32971
84545,2026-07-01,125.50,32971
94344,2026-06-01,125.50,32971
94344,2026-05-01,125.50,32971
94344,2026-07-01,125.50,32971
17623,2026-07-01,125.49,32983
17623,2026-06-01,125.49,32983
17623,2026-05-01,125.49,32983
25296,2026-05-01,125.49,32983
25296,2026-07-01,125.49,32983
25296,2026-06-01,125.49,32983
38002,2026-07-01,125.49,32983
38002,2026-06-01,125.49,32983
38002,2026-05-01,125.49,32983
7210,2026-07-01,125.47,32992
7210,2026-05-01,125.47,32992
7210,2026-06-01,125.47,32992
72213,2026-06-01,125.47,32992
72213,2026-05-01,125.47,32992
72213,2026-07-01,125.47,32992
99561,2026-05-01,125.47,32992
99561,2026-07-01,125.47,32992
99561,2026-06-01,125.47,32992
16140,2026-05-01,125.46,33001
16140,2026-06-01,125.46,33001
16140,2026-07-01,125.46,33001
21288,2026-05-01,125.46,33001
21288,2026-07-01,125.46,33001
21288,2026-06-01,125.46,33001
52169,2026-05-01,125.46,33001
52169,2026-07-01,125.46,33001
52169,2026-06-01,125.46,33001
56948,2026-06-01,125.46,33001
56948,2026-05-01,125.46,33001
56948,2026-07-01,125.46,33001
19339,2026-06-01,125.45,33013
19339,2026-07-01,125.45,33013
19339,2026-05-01,125.45,33013
54142,2026-07-01,125.45,33013
54142,2026-05-01,125.45,33013
54142,2026-06-01,125.45,33013
83511,2026-06-01,125.45,33013
83511,2026-05-01,125.45,33013
83511,2026-07-01,125.45,33013
98965,2026-07-01,125.45,33013
98965,2026-06-01,125.45,33013
98965,2026-05-01,125.45,33013
96599,2026-07-01,125.44,33025
96599,2026-05-01,125.44,33025
96599,2026-06-01,125.44,33025
4984,2026-07-01,125.43,33028
4984,2026-05-01,125.43,33028
4984,2026-06-01,125.43,33028
66407,2026-06-01,125.43,33028
66407,2026-07-01,125.43,33028
66407,2026-05-01,125.43,33028
31583,2026-07-01,125.41,33034
31583,2026-05-01,125.41,33034
31583,2026-06-01,125.41,33034
34343,2026-07-01,125.41,33034
34343,2026-06-01,125.41,33034
34343,2026-05-01,125.41,33034
50159,2026-06-01,125.41,33034
50159,2026-05-01,125.41,33034
50159,2026-07-01,125.41,33034
83321,2026-07-01,125.41,33034
83321,2026-06-01,125.41,33034
83321,2026-05-01,125.41,33034
27941,2026-05-01,125.40,33046
27941,2026-07-01,125.40,33046
27941,2026-06-01,125.40,33046
41122,2026-05-01,125.40,33046
41122,2026-07-01,125.40,33046
41122,2026-06-01,125.40,33046
35346,2026-05-01,125.39,33052
35346,2026-06-01,125.39,33052
35346,2026-07-01,125.39,33052
63858,2026-07-01,125.39,33052
63858,2026-05-01,125.39,33052
63858,2026-06-01,125.39,33052
71454,2026-05-01,125.39,33052
71454,2026-07-01,125.39,33052
71454,2026-06-01,125.39,33052
74716,2026-06-01,125.39,33052
74716,2026-07-01,125.39,33052
74716,2026-05-01,125.39,33052
80741,2026-07-01,125.39,33052
80741,2026-06-01,125.39,33052
80741,2026-05-01,125.39,33052
10304,2026-06-01,125.38,33067
10304,2026-07-01,125.38,33067
10304,2026-05-01,125.38,33067
17295,2026-07-01,125.38,33067
17295,2026-05-01,125.38,33067
17295,2026-06-01,125.38,33067
23544,2026-07-01,125.38,33067
23544,2026-05-01,125.38,33067
23544,2026-06-01,125.38,33067
51425,2026-06-01,125.38,33067
51425,2026-07-01,125.38,33067
51425,2026-05-01,125.38,33067
61980,2026-05-01,125.38,33067
61980,2026-06-01,125.38,33067
61980,2026-07-01,125.38,33067
87893,2026-05-01,125.38,33067
87893,2026-06-01,125.38,33067
87893,2026-07-01,125.38,33067
1064,2026-05-01,125.37,33085
1064,2026-07-01,125.37,33085
1064,2026-06-01,125.37,33085
34713,2026-05-01,125.37,33085
34713,2026-07-01,125.37,33085
34713,2026-06-01,125.37,33085
88734,2026-07-01,125.37,33085
88734,2026-06-01,125.37,33085
88734,2026-05-01,125.37,33085
6990,2026-06-01,125.36,33094
6990,2026-05-01,125.36,33094
6990,2026-07-01,125.36,33094
16713,2026-06-01,125.36,33094
16713,2026-05-01,125.36,33094
16713,2026-07-01,125.36,33094
59489,2026-05-01,125.36,33094
59489,2026-07-01,125.36,33094
59489,2026-06-01,125.36,33094
15419,2026-07-01,125.35,33103
15419,2026-05-01,125.35,33103
15419,2026-06-01,125.35,33103
4099,2026-05-01,125.34,33106
4099,2026-07-01,125.34,33106
4099,2026-06-01,125.34,33106
24217,2026-07-01,125.34,33106
24217,2026-06-01,125.34,33106
24217,2026-05-01,125.34,33106
27384,2026-05-01,125.34,33106
27384,2026-06-01,125.34,33106
27384,2026-07-01,125.34,33106
55488,2026-05-01,125.34,33106
55488,2026-07-01,125.34,33106
55488,2026-06-01,125.34,33106
57453,2026-05-01,125.34,33106
57453,2026-06-01,125.34,33106
57453,2026-07-01,125.34,33106
76933,2026-07-01,125.34,33106
76933,2026-05-01,125.34,33106
76933,2026-06-01,125.34,33106
14103,2026-05-01,125.33,33124
14103,2026-06-01,125.33,33124
14103,2026-07-01,125.33,33124
39283,2026-05-01,125.33,33124
39283,2026-06-01,125.33,33124
39283,2026-07-01,125.33,33124
48118,2026-06-01,125.33,33124
48118,2026-07-01,125.33,33124
48118,2026-05-01,125.33,33124
74093,2026-05-01,125.33,33124
74093,2026-07-01,125.33,33124
74093,2026-06-01,125.33,33124
89790,2026-05-01,125.33,33124
89790,2026-07-01,125.33,33124
89790,2026-06-01,125.33,33124
27758,2026-05-01,125.32,33139
27758,2026-06-01,125.32,33139
27758,2026-07-01,125.32,33139
42173,2026-07-01,125.32,33139
42173,2026-05-01,125.32,33139
42173,2026-06-01,125.32,33139
5424,2026-06-01,125.31,33145
5424,2026-07-01,125.31,33145
5424,2026-05-01,125.31,33145
6936,2026-06-01,125.29,33148
6936,2026-05-01,125.29,33148
6936,2026-07-01,125.29,33148
72748,2026-06-01,125.29,33148
72748,2026-07-01,125.29,33148
72748,2026-05-01,125.29,33148
93593,2026-07-01,125.29,33148
93593,2026-06-01,125.29,33148
93593,2026-05-01,125.29,33148
30388,2026-07-01,125.28,33157
30388,2026-05-01,125.28,33157
30388,2026-06-01,125.28,33157
89844,2026-06-01,125.28,33157
89844,2026-05-01,125.28,33157
89844,2026-07-01,125.28,33157
95912,2026-05-01,125.28,33157
95912,2026-06-01,125.28,33157
95912,2026-07-01,125.28,33157
1371,2026-07-01,125.25,33166
1371,2026-06-01,125.25,33166
1371,2026-05-01,125.25,33166
14603,2026-05-01,125.25,33166
14603,2026-07-01,125.25,33166
14603,2026-06-01,125.25,33166
29906,2026-06-01,125.24,33172
29906,2026-05-01,125.24,33172
29906,2026-07-01,125.24,33172
9121,2026-05-01,125.23,33175
9121,2026-06-01,125.23,33175
9121,2026-07-01,125.23,33175
16745,2026-07-01,125.23,33175
16745,2026-06-01,125.23,33175
16745,2026-05-01,125.23,33175
2818,2026-06-01,125.22,33181
2818,2026-07-01,125.22,33181
2818,2026-05-01,125.22,33181
42104,2026-05-01,125.22,33181
42104,2026-06-01,125.22,33181
42104,2026-07-01,125.22,33181
61055,2026-07-01,125.22,33181
61055,2026-06-01,125.22,33181
61055,2026-05-01,125.22,33181
71348,2026-07-01,125.22,33181
71348,2026-05-01,125.22,33181
71348,2026-06-01,125.22,33181
79986,2026-07-01,125.22,33181
79986,2026-06-01,125.22,33181
79986,2026-05-01,125.22,33181
20749,2026-06-01,125.21,33196
20749,2026-07-01,125.21,33196
20749,2026-05-01,125.21,33196
30319,2026-06-01,125.21,33196
30319,2026-07-01,125.21,33196
30319,2026-05-01,125.21,33196
46314,2026-07-01,125.21,33196
46314,2026-05-01,125.21,33196
46314,2026-06-01,125.21,33196
59899,2026-07-01,125.21,33196
59899,2026-05-01,125.21,33196
59899,2026-06-01,125.21,33196
63846,2026-06-01,125.21,33196
63846,2026-05-01,125.21,33196
63846,2026-07-01,125.21,33196
79982,2026-05-01,125.21,33196
79982,2026-06-01,125.21,33196
79982,2026-07-01,125.21,33196
94337,2026-07-01,125.21,33196
94337,2026-06-01,125.21,33196
94337,2026-05-01,125.21,33196
99661,2026-05-01,125.21,33196
99661,2026-06-01,125.21,33196
99661,2026-07-01,125.21,33196
20795,2026-05-01,125.20,33220
20795,2026-07-01,125.20,33220
20795,2026-06-01,125.20,33220
23780,2026-07-01,125.20,33220
23780,2026-05-01,125.20,33220
23780,2026-06-01,125.20,33220
47441,2026-05-01,125.20,33220
47441,2026-07-01,125.20,33220
47441,2026-06-01,125.20,33220
74675,2026-06-01,125.19,33229
74675,2026-05-01,125.19,33229
74675,2026-07-01,125.19,33229
84772,2026-05-01,125.19,33229
84772,2026-07-01,125.19,33229
84772,2026-06-01,125.19,33229
99336,2026-05-01,125.19,33229
99336,2026-06-01,125.19,33229
99336,2026-07-01,125.19,33229
53812,2026-06-01,125.18,33238
53812,2026-05-01,125.18,33238
53812,2026-07-01,125.18,33238
56096,2026-05-01,125.18,33238
56096,2026-06-01,125.18,33238
56096,2026-07-01,125.18,33238
72987,2026-07-01,125.18,33238
72987,2026-05-01,125.18,33238
72987,2026-06-01,125.18,33238
83742,2026-07-01,125.18,33238
83742,2026-05-01,125.18,33238
83742,2026-06-01,125.18,33238
85679,2026-06-01,125.18,33238
85679,2026-05-01,125.18,33238
85679,2026-07-01,125.18,33238
89072,2026-05-01,125.18,33238
89072,2026-06-01,125.18,33238
89072,2026-07-01,125.18,33238
91751,2026-07-01,125.18,33238
91751,2026-06-01,125.18,33238
91751,2026-05-01,125.18,33238
31208,2026-07-01,125.17,33259
31208,2026-05-01,125.17,33259
31208,2026-06-01,125.17,33259
83390,2026-06-01,125.17,33259
83390,2026-05-01,125.17,33259
83390,2026-07-01,125.17,33259
24919,2026-07-01,125.16,33265
24919,2026-06-01,125.16,33265
24919,2026-05-01,125.16,33265
51053,2026-05-01,125.16,33265
51053,2026-06-01,125.16,33265
51053,2026-07-01,125.16,33265
64194,2026-06-01,125.16,33265
64194,2026-07-01,125.16,33265
64194,2026-05-01,125.16,33265
6543,2026-05-01,125.15,33274
6543,2026-06-01,125.15,33274
6543,2026-07-01,125.15,33274
19903,2026-06-01,125.15,33274
19903,2026-05-01,125.15,33274
19903,2026-07-01,125.15,33274
59010,2026-06-01,125.15,33274
59010,2026-07-01,125.15,33274
59010,2026-05-01,125.15,33274
42676,2026-05-01,125.14,33283
42676,2026-07-01,125.14,33283
42676,2026-06-01,125.14,33283
49812,2026-05-01,125.14,33283
49812,2026-06-01,125.14,33283
49812,2026-07-01,125.14,33283
1223,2026-06-01,125.12,33289
1223,2026-07-01,125.12,33289
1223,2026-05-01,125.12,33289
5706,2026-05-01,125.12,33289
5706,2026-06-01,125.12,33289
5706,2026-07-01,125.12,33289
24747,2026-05-01,125.12,33289
24747,2026-06-01,125.12,33289
24747,2026-07-01,125.12,33289
58922,2026-05-01,125.12,33289
58922,2026-06-01,125.12,33289
58922,2026-07-01,125.12,33289
21413,2026-05-01,125.10,33301
21413,2026-06-01,125.10,33301
21413,2026-07-01,125.10,33301
34922,2026-07-01,125.10,33301
34922,2026-05-01,125.10,33301
34922,2026-06-01,125.10,33301
56937,2026-06-01,125.10,33301
56937,2026-07-01,125.10,33301
56937,2026-05-01,125.10,33301
82134,2026-07-01,125.10,33301
82134,2026-05-01,125.10,33301
82134,2026-06-01,125.10,33301
3864,2026-05-01,125.09,33313
3864,2026-07-01,125.09,33313
3864,2026-06-01,125.09,33313
41960,2026-06-01,125.09,33313
41960,2026-05-01,125.09,33313
41960,2026-07-01,125.09,33313
65296,2026-06-01,125.09,33313
65296,2026-05-01,125.09,33313
65296,2026-07-01,125.09,33313
98712,2026-07-01,125.09,33313
98712,2026-05-01,125.09,33313
98712,2026-06-01,125.09,33313
16823,2026-05-01,125.08,33325
16823,2026-06-01,125.08,33325
16823,2026-07-01,125.08,33325
30621,2026-06-01,125.08,33325
30621,2026-05-01,125.08,33325
30621,2026-07-01,125.08,33325
49244,2026-05-01,125.08,33325
49244,2026-06-01,125.08,33325
49244,2026-07-01,125.08,33325
72247,2026-06-01,125.08,33325
72247,2026-07-01,125.08,33325
72247,2026-05-01,125.08,33325
42693,2026-06-01,125.07,33337
42693,2026-05-01,125.07,33337
42693,2026-07-01,125.07,33337
22767,2026-05-01,125.05,33340
22767,2026-07-01,125.05,33340
22767,2026-06-01,125.05,33340
30448,2026-07-01,125.05,33340
30448,2026-05-01,125.05,33340
30448,2026-06-01,125.05,33340
66401,2026-07-01,125.05,33340
66401,2026-06-01,125.05,33340
66401,2026-05-01,125.05,33340
85970,2026-05-01,125.05,33340
85970,2026-07-01,125.05,33340
85970,2026-06-01,125.05,33340
25370,2026-06-01,125.04,33352
25370,2026-07-01,125.04,33352
25370,2026-05-01,125.04,33352
1806,2026-05-01,125.03,33355
1806,2026-07-01,125.03,33355
1806,2026-06-01,125.03,33355
