customerid,paymentdate,payment,runningtotal
30621,2026-05-06,125.08,4051392.00
30624,2026-05-06,70.45,4051392.00
30626,2026-05-06,36.71,4051392.00
30629,2026-05-06,67.36,4051392.00
30634,2026-05-06,119.30,4051392.00
30638,2026-05-06,140.04,4051392.00
30663,2026-05-06,62.07,4051392.00
30669,2026-05-06,73.07,4051392.00
30672,2026-05-06,30.01,4051392.00
30673,2026-05-06,100.73,4051392.00
30674,2026-05-06,32.45,4051392.00
30690,2026-05-06,31.13,4051392.00
30691,2026-05-06,33.75,4051392.00
30694,2026-05-06,33.42,4051392.00
30699,2026-05-06,69.69,4051392.00
30703,2026-05-06,30.42,4051392.00
30710,2026-05-06,36.28,4051392.00
30722,2026-05-06,79.66,4051392.00
30723,2026-05-06,41.18,4051392.00
30727,2026-05-06,55.77,4051392.00
30730,2026-05-06,77.96,4051392.00
30732,2026-05-06,72.28,4051392.00
30738,2026-05-06,61.17,4051392.00
30743,2026-05-06,23.54,4051392.00
30747,2026-05-06,36.25,4051392.00
30752,2026-05-06,29.30,4051392.00
30764,2026-05-06,87.75,4051392.00
30771,2026-05-06,83.80,4051392.00
30774,2026-05-06,43.60,4051392.00
30775,2026-05-06,87.55,4051392.00
30790,2026-05-06,61.51,4051392.00
30796,2026-05-06,115.60,4051392.00
30810,2026-05-06,106.79,4051392.00
30815,2026-05-06,38.28,4051392.00
30818,2026-05-06,83.63,4051392.00
30835,2026-05-06,131.81,4051392.00
30844,2026-05-06,35.71,4051392.00
30852,2026-05-06,24.52,4051392.00
30861,2026-05-06,22.56,4051392.00
30865,2026-05-06,30.82,4051392.00
30873,2026-05-06,63.83,4051392.00
30881,2026-05-06,71.24,4051392.00
30883,2026-05-06,60.07,4051392.00
30886,2026-05-06,37.86,4051392.00
30896,2026-05-06,23.89,4051392.00
30904,2026-05-06,24.72,4051392.00
30911,2026-05-06,33.45,4051392.00
30915,2026-05-06,109.11,4051392.00
30944,2026-05-06,33.11,4051392.00
30949,2026-05-06,26.79,4051392.00
30950,2026-05-06,127.38,4051392.00
30960,2026-05-06,96.66,4051392.00
30961,2026-05-06,77.74,4051392.00
30962,2026-05-06,24.17,4051392.00
30964,2026-05-06,41.86,4051392.00
30967,2026-05-06,102.53,4051392.00
30978,2026-05-06,55.38,4051392.00
30980,2026-05-06,73.01,4051392.00
30985,2026-05-06,24.47,4051392.00
30987,2026-05-06,72.37,4051392.00
30994,2026-05-06,59.53,4051392.00
30999,2026-05-06,27.63,4051392.00
31000,2026-05-06,71.54,4051392.00
31001,2026-05-06,69.91,4051392.00
31006,2026-05-06,123.03,4051392.00
31015,2026-05-06,103.33,4051392.00
31018,2026-05-06,22.84,4051392.00
31019,2026-05-06,97.59,4051392.00
31025,2026-05-06,76.43,4051392.00
31030,2026-05-06,121.89,4051392.00
31033,2026-05-06,87.12,4051392.00
31038,2026-05-06,55.96,4051392.00
31042,2026-05-06,89.59,4051392.00
31043,2026-05-06,127.74,4051392.00
31045,2026-05-06,112.07,4051392.00
31048,2026-05-06,34.11,4051392.00
31049,2026-05-06,78.48,4051392.00
31054,2026-05-06,36.39,4051392.00
31055,2026-05-06,22.17,4051392.00
31060,2026-05-06,31.96,4051392.00
31069,2026-05-06,48.04,4051392.00
31072,2026-05-06,113.07,4051392.00
31073,2026-05-06,101.08,4051392.00
31079,2026-05-06,25.88,4051392.00
31082,2026-05-06,40.66,4051392.00
31091,2026-05-06,41.28,4051392.00
31104,2026-05-06,80.31,4051392.00
31105,2026-05-06,27.81,4051392.00
31114,2026-05-06,114.91,4051392.00
31122,2026-05-06,47.57,4051392.00
31123,2026-05-06,44.37,4051392.00
31134,2026-05-06,54.68,4051392.00
31135,2026-05-06,42.53,4051392.00
31137,2026-05-06,83.87,4051392.00
31145,2026-05-06,99.39,4051392.00
31149,2026-05-06,86.20,4051392.00
31150,2026-05-06,39.71,4051392.00
31159,2026-05-06,77.47,4051392.00
31163,2026-05-06,133.54,4051392.00
31167,2026-05-06,31.32,4051392.00
31170,2026-05-06,34.78,4051392.00
31179,2026-05-06,63.87,4051392.00
31180,2026-05-06,126.80,4051392.00
31183,2026-05-06,76.95,4051392.00
31189,2026-05-06,147.00,4051392.00
31190,2026-05-06,23.75,4051392.00
31191,2026-05-06,86.47,4051392.00
31193,2026-05-06,123.36,4051392.00
31196,2026-05-06,21.79,4051392.00
31202,2026-05-06,72.24,4051392.00
31206,2026-05-06,43.31,4051392.00
31208,2026-05-06,125.17,4051392.00
31212,2026-05-06,61.67,4051392.00
31214,2026-05-06,88.83,4051392.00
31221,2026-05-06,70.65,4051392.00
31224,2026-05-06,96.46,4051392.00
31226,2026-05-06,85.60,4051392.00
31227,2026-05-06,23.93,4051392.00
31237,2026-05-06,29.04,4051392.00
31239,2026-05-06,41.97,4051392.00
31242,2026-05-06,141.81,4051392.00
31248,2026-05-06,42.54,4051392.00
31258,2026-05-06,38.67,4051392.00
31263,2026-05-06,85.87,4051392.00
31269,2026-05-06,110.69,4051392.00
31271,2026-05-06,81.52,4051392.00
31274,2026-05-06,147.29,4051392.00
31275,2026-05-06,44.53,4051392.00
31277,2026-05-06,68.39,4051392.00
31279,2026-05-06,30.90,4051392.00
31287,2026-05-06,148.16,4051392.00
31300,2026-05-06,62.26,4051392.00
31304,2026-05-06,34.08,4051392.00
31305,2026-05-06,148.46,4051392.00
31322,2026-05-06,54.71,4051392.00
31331,2026-05-06,43.75,4051392.00
31338,2026-05-06,86.09,4051392.00
31342,2026-05-06,77.16,4051392.00
31344,2026-05-06,70.46,4051392.00
31350,2026-05-06,80.53,4051392.00
31373,2026-05-06,28.64,4051392.00
31393,2026-05-06,65.03,4051392.00
31398,2026-05-06,57.01,4051392.00
31401,2026-05-06,36.86,4051392.00
31407,2026-05-06,104.04,4051392.00
31411,2026-05-06,36.57,4051392.00
31412,2026-05-06,31.21,4051392.00
31415,2026-05-06,82.40,4051392.00
31418,2026-05-06,24.08,4051392.00
31426,2026-05-06,83.14,4051392.00
31436,2026-05-06,24.92,4051392.00
31437,2026-05-06,43.94,4051392.00
31441,2026-05-06,138.64,4051392.00
31442,2026-05-06,31.00,4051392.00
31445,2026-05-06,77.69,4051392.00
31447,2026-05-06,44.12,4051392.00
31449,2026-05-06,88.81,4051392.00
31457,2026-05-06,30.22,4051392.00
31466,2026-05-06,98.80,4051392.00
31476,2026-05-06,46.04,4051392.00
31482,2026-05-06,44.18,4051392.00
31487,2026-05-06,90.30,4051392.00
31491,2026-05-06,25.69,4051392.00
31498,2026-05-06,117.94,4051392.00
31518,2026-05-06,27.63,4051392.00
31529,2026-05-06,41.20,4051392.00
31531,2026-05-06,30.94,4051392.00
31533,2026-05-06,157.75,4051392.00
31538,2026-05-06,46.68,4051392.00
31544,2026-05-06,55.44,4051392.00
31545,2026-05-06,75.23,4051392.00
31549,2026-05-06,100.99,4051392.00
31555,2026-05-06,120.46,4051392.00
31565,2026-05-06,57.56,4051392.00
31571,2026-05-06,24.58,4051392.00
31572,2026-05-06,45.99,4051392.00
31584,2026-05-06,21.91,4051392.00
31585,2026-05-06,64.42,4051392.00
31593,2026-05-06,148.84,4051392.00
31606,2026-05-06,23.03,4051392.00
31609,2026-05-06,110.01,4051392.00
31622,2026-05-06,89.82,4051392.00
31627,2026-05-06,31.80,4051392.00
31634,2026-05-06,44.76,4051392.00
31637,2026-05-06,74.04,4051392.00
31641,2026-05-06,72.60,4051392.00
31643,2026-05-06,31.75,4051392.00
31644,2026-05-06,137.18,4051392.00
31648,2026-05-06,30.38,4051392.00
31651,2026-05-06,83.05,4051392.00
31653,2026-05-06,61.61,4051392.00
31654,2026-05-06,40.38,4051392.00
31661,2026-05-06,65.62,4051392.00
31675,2026-05-06,59.45,4051392.00
31679,2026-05-06,157.17,4051392.00
31680,2026-05-06,44.91,4051392.00
31681,2026-05-06,34.05,4051392.00
31696,2026-05-06,73.35,4051392.00
31698,2026-05-06,53.96,4051392.00
31703,2026-05-06,29.10,4051392.00
31705,2026-05-06,29.00,4051392.00
31706,2026-05-06,71.13,4051392.00
31708,2026-05-06,65.63,4051392.00
31712,2026-05-06,36.52,4051392.00
31718,2026-05-06,31.74,4051392.00
31720,2026-05-06,23.89,4051392.00
31735,2026-05-06,34.74,4051392.00
31741,2026-05-06,81.06,4051392.00
31743,2026-05-06,43.53,4051392.00
31745,2026-05-06,158.90,4051392.00
31746,2026-05-06,79.11,4051392.00
31753,2026-05-06,139.50,4051392.00
31761,2026-05-06,33.02,4051392.00
31777,2026-05-06,31.73,4051392.00
31781,2026-05-06,30.88,4051392.00
31798,2026-05-06,140.94,4051392.00
31829,2026-05-06,86.93,4051392.00
31835,2026-05-06,55.63,4051392.00
31843,2026-05-06,24.45,4051392.00
31855,2026-05-06,26.87,4051392.00
31869,2026-05-06,89.58,4051392.00
31873,2026-05-06,150.47,4051392.00
31876,2026-05-06,110.25,4051392.00
31912,2026-05-06,31.07,4051392.00
31917,2026-05-06,46.06,4051392.00
31939,2026-05-06,88.62,4051392.00
31945,2026-05-06,39.03,4051392.00
31954,2026-05-06,24.78,4051392.00
31955,2026-05-06,72.18,4051392.00
31957,2026-05-06,31.45,4051392.00
31958,2026-05-06,98.34,4051392.00
31959,2026-05-06,32.68,4051392.00
31962,2026-05-06,77.77,4051392.00
31964,2026-05-06,76.01,4051392.00
31970,2026-05-06,125.03,4051392.00
31975,2026-05-06,21.55,4051392.00
31995,2026-05-06,55.39,4051392.00
32004,2026-05-06,127.40,4051392.00
32010,2026-05-06,27.33,4051392.00
32017,2026-05-06,70.96,4051392.00
32027,2026-05-06,70.55,4051392.00
32034,2026-05-06,130.51,4051392.00
32036,2026-05-06,114.29,4051392.00
32045,2026-05-06,108.90,4051392.00
32047,2026-05-06,46.75,4051392.00
32052,2026-05-06,59.82,4051392.00
32055,2026-05-06,61.99,4051392.00
32062,2026-05-06,117.19,4051392.00
32068,2026-05-06,24.32,4051392.00
32071,2026-05-06,32.75,4051392.00
32072,2026-05-06,145.15,4051392.00
32074,2026-05-06,40.15,4051392.00
32078,2026-05-06,86.36,4051392.00
32080,2026-05-06,41.39,4051392.00
32084,2026-05-06,159.33,4051392.00
32085,2026-05-06,63.35,4051392.00
32096,2026-05-06,77.81,4051392.00
32101,2026-05-06,129.41,4051392.00
32109,2026-05-06,120.10,4051392.00
32114,2026-05-06,101.54,4051392.00
32115,2026-05-06,108.97,4051392.00
32116,2026-05-06,79.16,4051392.00
32127,2026-05-06,59.36,4051392.00
32135,2026-05-06,72.43,4051392.00
32137,2026-05-06,65.95,4051392.00
32142,2026-05-06,69.25,4051392.00
32146,2026-05-06,155.14,4051392.00
32147,2026-05-06,44.27,4051392.00
32148,2026-05-06,105.02,4051392.00
32149,2026-05-06,47.10,4051392.00
32150,2026-05-06,32.06,4051392.00
32151,2026-05-06,27.61,4051392.00
32162,2026-05-06,46.62,4051392.00
32173,2026-05-06,125.68,4051392.00
32178,2026-05-06,30.07,4051392.00
32181,2026-05-06,70.16,4051392.00
32184,2026-05-06,44.58,4051392.00
32185,2026-05-06,69.29,4051392.00
32187,2026-05-06,71.95,4051392.00
32195,2026-05-06,70.11,4051392.00
32196,2026-05-06,71.19,4051392.00
32199,2026-05-06,37.64,4051392.00
32204,2026-05-06,35.53,4051392.00
32206,2026-05-06,58.20,4051392.00
32210,2026-05-06,34.06,4051392.00
32221,2026-05-06,104.44,4051392.00
32225,2026-05-06,41.24,4051392.00
32230,2026-05-06,97.97,4051392.00
32242,2026-05-06,81.29,4051392.00
32244,2026-05-06,58.37,4051392.00
32252,2026-05-06,35.26,4051392.00
32258,2026-05-06,47.85,4051392.00
32269,2026-05-06,37.30,4051392.00
32275,2026-05-06,30.54,4051392.00
32276,2026-05-06,108.54,4051392.00
32278,2026-05-06,140.87,4051392.00
32282,2026-05-06,64.68,4051392.00
32284,2026-05-06,27.85,4051392.00
32295,2026-05-06,60.41,4051392.00
32309,2026-05-06,63.67,4051392.00
32313,2026-05-06,69.51,4051392.00
32332,2026-05-06,125.84,4051392.00
32336,2026-05-06,23.43,4051392.00
32345,2026-05-06,75.90,4051392.00
32346,2026-05-06,83.89,4051392.00
32350,2026-05-06,25.21,4051392.00
32360,2026-05-06,43.61,4051392.00
32364,2026-05-06,23.52,4051392.00
32365,2026-05-06,79.88,4051392.00
32372,2026-05-06,83.43,4051392.00
32373,2026-05-06,118.82,4051392.00
32375,2026-05-06,82.26,4051392.00
32388,2026-05-06,65.74,4051392.00
32393,2026-05-06,87.11,4051392.00
32394,2026-05-06,73.74,4051392.00
32402,2026-05-06,107.30,4051392.00
32408,2026-05-06,83.68,4051392.00
32410,2026-05-06,159.64,4051392.00
32413,2026-05-06,129.30,4051392.00
32416,2026-05-06,90.91,4051392.00
32419,2026-05-06,100.73,4051392.00
32423,2026-05-06,141.71,4051392.00
32424,2026-05-06,75.80,4051392.00
32430,2026-05-06,65.20,4051392.00
32433,2026-05-06,47.85,4051392.00
32440,2026-05-06,38.42,4051392.00
32465,2026-05-06,62.71,4051392.00
32480,2026-05-06,27.97,4051392.00
32487,2026-05-06,44.09,4051392.00
32491,2026-05-06,46.32,4051392.00
32493,2026-05-06,26.86,4051392.00
32497,2026-05-06,79.44,4051392.00
32506,2026-05-06,22.13,4051392.00
32509,2026-05-06,102.31,4051392.00
32517,2026-05-06,29.67,4051392.00
32524,2026-05-06,120.84,4051392.00
32526,2026-05-06,62.27,4051392.00
32532,2026-05-06,87.88,4051392.00
32534,2026-05-06,27.73,4051392.00
32540,2026-05-06,45.91,4051392.00
32554,2026-05-06,80.90,4051392.00
32559,2026-05-06,66.06,4051392.00
32563,2026-05-06,77.02,4051392.00
32564,2026-05-06,26.51,4051392.00
32574,2026-05-06,72.17,4051392.00
32576,2026-05-06,69.40,4051392.00
32580,2026-05-06,44.29,4051392.00
32595,2026-05-06,29.57,4051392.00
32596,2026-05-06,98.49,4051392.00
32605,2026-05-06,85.51,4051392.00
32606,2026-05-06,37.79,4051392.00
32607,2026-05-06,154.63,4051392.00
32609,2026-05-06,42.38,4051392.00
32619,2026-05-06,54.54,4051392.00
32637,2026-05-06,60.88,4051392.00
32645,2026-05-06,150.07,4051392.00
32652,2026-05-06,32.36,4051392.00
32653,2026-05-06,82.07,4051392.00
32655,2026-05-06,80.27,4051392.00
32658,2026-05-06,44.69,4051392.00
32668,2026-05-06,33.93,4051392.00
32671,2026-05-06,47.07,4051392.00
32675,2026-05-06,71.79,4051392.00
32679,2026-05-06,71.56,4051392.00
32689,2026-05-06,71.41,4051392.00
32693,2026-05-06,21.87,4051392.00
32699,2026-05-06,22.02,4051392.00
32701,2026-05-06,34.52,4051392.00
32709,2026-05-06,66.04,4051392.00
32721,2026-05-06,63.00,4051392.00
32730,2026-05-06,76.73,4051392.00
32733,2026-05-06,29.02,4051392.00
32735,2026-05-06,25.40,4051392.00
32740,2026-05-06,44.47,4051392.00
32742,2026-05-06,63.99,4051392.00
32749,2026-05-06,40.99,4051392.00
32759,2026-05-06,47.72,4051392.00
32766,2026-05-06,31.47,4051392.00
32768,2026-05-06,141.51,4051392.00
32773,2026-05-06,27.87,4051392.00
32792,2026-05-06,27.98,4051392.00
32799,2026-05-06,46.17,4051392.00
32807,2026-05-06,41.18,4051392.00
32812,2026-05-06,34.37,4051392.00
32828,2026-05-06,66.46,4051392.00
32830,2026-05-06,35.04,4051392.00
32832,2026-05-06,62.39,4051392.00
32833,2026-05-06,36.38,4051392.00
32840,2026-05-06,21.71,4051392.00
32842,2026-05-06,46.97,4051392.00
32844,2026-05-06,130.81,4051392.00
32847,2026-05-06,32.81,4051392.00
32854,2026-05-06,41.84,4051392.00
32859,2026-05-06,61.85,4051392.00
32870,2026-05-06,29.05,4051392.00
32871,2026-05-06,70.59,4051392.00
32895,2026-05-06,122.76,4051392.00
32896,2026-05-06,63.27,4051392.00
32899,2026-05-06,40.15,4051392.00
32905,2026-05-06,55.84,4051392.00
32916,2026-05-06,25.21,4051392.00
32923,2026-05-06,79.13,4051392.00
32930,2026-05-06,27.35,4051392.00
32931,2026-05-06,63.45,4051392.00
32934,2026-05-06,107.66,4051392.00
32938,2026-05-06,24.09,4051392.00
32939,2026-05-06,31.65,4051392.00
32941,2026-05-06,76.70,4051392.00
32943,2026-05-06,59.29,4051392.00
32947,2026-05-06,65.07,4051392.00
32954,2026-05-06,64.40,4051392.00
32981,2026-05-06,44.98,4051392.00
32982,2026-05-06,34.72,4051392.00
32984,2026-05-06,117.79,4051392.00
32986,2026-05-06,43.90,4051392.00
33001,2026-05-06,73.34,4051392.00
33009,2026-05-06,127.98,4051392.00
33011,2026-05-06,27.96,4051392.00
33019,2026-05-06,123.50,4051392.00
33020,2026-05-06,22.43,4051392.00
33021,2026-05-06,66.65,4051392.00
33022,2026-05-06,112.37,4051392.00
33031,2026-05-06,63.27,4051392.00
33032,2026-05-06,37.11,4051392.00
33035,2026-05-06,61.92,4051392.00
33041,2026-05-06,29.39,4051392.00
33048,2026-05-06,107.64,4051392.00
33055,2026-05-06,41.46,4051392.00
33057,2026-05-06,77.53,4051392.00
33058,2026-05-06,132.35,4051392.00
33062,2026-05-06,27.63,4051392.00
33065,2026-05-06,111.23,4051392.00
33067,2026-05-06,37.73,4051392.00
33068,2026-05-06,76.85,4051392.00
33088,2026-05-06,29.26,4051392.00
33101,2026-05-06,69.85,4051392.00
33120,2026-05-06,43.71,4051392.00
33134,2026-05-06,30.14,4051392.00
33138,2026-05-06,123.86,4051392.00
33140,2026-05-06,37.78,4051392.00
33151,2026-05-06,35.07,4051392.00
33169,2026-05-06,22.30,4051392.00
33174,2026-05-06,84.57,4051392.00
33176,2026-05-06,61.00,4051392.00
33177,2026-05-06,31.46,4051392.00
33182,2026-05-06,28.44,4051392.00
33199,2026-05-06,80.24,4051392.00
33204,2026-05-06,31.73,4051392.00
33211,2026-05-06,31.77,4051392.00
33213,2026-05-06,66.25,4051392.00
33216,2026-05-06,37.95,4051392.00
33218,2026-05-06,66.70,4051392.00
33227,2026-05-06,27.64,4051392.00
33228,2026-05-06,82.73,4051392.00
33230,2026-05-06,28.19,4051392.00
33233,2026-05-06,87.40,4051392.00
33235,2026-05-06,31.21,4051392.00
33241,2026-05-06,45.27,4051392.00
33244,2026-05-06,142.50,4051392.00
33248,2026-05-06,67.59,4051392.00
33249,2026-05-06,29.05,4051392.00
33257,2026-05-06,66.44,4051392.00
33262,2026-05-06,85.54,4051392.00
33270,2026-05-06,24.97,4051392.00
33271,2026-05-06,23.76,4051392.00
33278,2026-05-06,66.99,4051392.00
33280,2026-05-06,149.86,4051392.00
33281,2026-05-06,28.87,4051392.00
33291,2026-05-06,84.34,4051392.00
33294,2026-05-06,88.40,4051392.00
33296,2026-05-06,28.93,4051392.00
33306,2026-05-06,45.39,4051392.00
33309,2026-05-06,71.23,4051392.00
33318,2026-05-06,137.35,4051392.00
33325,2026-05-06,30.73,4051392.00
33333,2026-05-06,43.92,4051392.00
33338,2026-05-06,132.27,4051392.00
33342,2026-05-06,97.15,4051392.00
33349,2026-05-06,38.03,4051392.00
33362,2026-05-06,37.40,4051392.00
33364,2026-05-06,30.84,4051392.00
33370,2026-05-06,73.96,4051392.00
33372,2026-05-06,69.22,4051392.00
33391,2026-05-06,69.54,4051392.00
33394,2026-05-06,30.79,4051392.00
33396,2026-05-06,79.48,4051392.00
33400,2026-05-06,34.07,4051392.00
33401,2026-05-06,102.96,4051392.00
33411,2026-05-06,80.30,4051392.00
33416,2026-05-06,131.17,4051392.00
33421,2026-05-06,86.24,4051392.00
33434,2026-05-06,43.88,4051392.00
33435,2026-05-06,128.46,4051392.00
33445,2026-05-06,69.16,4051392.00
33451,2026-05-06,129.15,4051392.00
33458,2026-05-06,41.15,4051392.00
33460,2026-05-06,152.41,4051392.00
33463,2026-05-06,30.83,4051392.00
33465,2026-05-06,85.94,4051392.00
33468,2026-05-06,39.89,4051392.00
33472,2026-05-06,46.32,4051392.00
33494,2026-05-06,69.71,4051392.00
33496,2026-05-06,36.32,4051392.00
33510,2026-05-06,101.09,4051392.00
33513,2026-05-06,67.93,4051392.00
33517,2026-05-06,45.67,4051392.00
33518,2026-05-06,40.08,4051392.00
33526,2026-05-06,140.63,4051392.00
33534,2026-05-06,56.76,4051392.00
33540,2026-05-06,26.41,4051392.00
33548,2026-05-06,98.10,4051392.00
33553,2026-05-06,73.36,4051392.00
33560,2026-05-06,60.41,4051392.00
33582,2026-05-06,43.98,4051392.00
33585,2026-05-06,40.01,4051392.00
33588,2026-05-06,24.65,4051392.00
33598,2026-05-06,133.58,4051392.00
33603,2026-05-06,21.68,4051392.00
33609,2026-05-06,74.76,4051392.00
33610,2026-05-06,156.08,4051392.00
33611,2026-05-06,55.77,4051392.00
33612,2026-05-06,146.60,4051392.00
33616,2026-05-06,44.07,4051392.00
33623,2026-05-06,55.44,4051392.00
33630,2026-05-06,24.48,4051392.00
33631,2026-05-06,40.52,4051392.00
33635,2026-05-06,32.81,4051392.00
33636,2026-05-06,21.64,4051392.00
33648,2026-05-06,78.96,4051392.00
33652,2026-05-06,85.63,4051392.00
33656,2026-05-06,131.43,4051392.00
33657,2026-05-06,45.64,4051392.00
33664,2026-05-06,149.32,4051392.00
33665,2026-05-06,28.52,4051392.00
33673,2026-05-06,40.59,4051392.00
33681,2026-05-06,30.89,4051392.00
33685,2026-05-06,70.56,4051392.00
33687,2026-05-06,74.86,4051392.00
33698,2026-05-06,119.75,4051392.00
33709,2026-05-06,21.56,4051392.00
33715,2026-05-06,37.16,4051392.00
33722,2026-05-06,33.61,4051392.00
33725,2026-05-06,155.46,4051392.00
33732,2026-05-06,122.93,4051392.00
33734,2026-05-06,63.29,4051392.00
33745,2026-05-06,83.32,4051392.00
33749,2026-05-06,122.93,4051392.00
33751,2026-05-06,38.71,4051392.00
33755,2026-05-06,38.58,4051392.00
33758,2026-05-06,25.18,4051392.00
33760,2026-05-06,156.47,4051392.00
33765,2026-05-06,153.96,4051392.00
33775,2026-05-06,62.87,4051392.00
33778,2026-05-06,41.14,4051392.00
33779,2026-05-06,136.66,4051392.00
33787,2026-05-06,27.34,4051392.00
33798,2026-05-06,77.75,4051392.00
33799,2026-05-06,74.69,4051392.00
33801,2026-05-06,23.28,4051392.00
33820,2026-05-06,88.19,4051392.00
33823,2026-05-06,129.58,4051392.00
33824,2026-05-06,66.52,4051392.00
33828,2026-05-06,134.04,4051392.00
33830,2026-05-06,42.94,4051392.00
33834,2026-05-06,30.73,4051392.00
33845,2026-05-06,122.45,4051392.00
33858,2026-05-06,35.60,4051392.00
33869,2026-05-06,29.30,4051392.00
33872,2026-05-06,36.06,4051392.00
33884,2026-05-06,39.17,4051392.00
33885,2026-05-06,22.66,4051392.00
33895,2026-05-06,87.75,4051392.00
33916,2026-05-06,27.61,4051392.00
33918,2026-05-06,83.75,4051392.00
33921,2026-05-06,126.63,4051392.00
33922,2026-05-06,22.53,4051392.00
33926,2026-05-06,90.89,4051392.00
33929,2026-05-06,70.14,4051392.00
33931,2026-05-06,27.88,4051392.00
33944,2026-05-06,25.94,4051392.00
33965,2026-05-06,143.48,4051392.00
33970,2026-05-06,34.15,4051392.00
33972,2026-05-06,23.76,4051392.00
33986,2026-05-06,76.80,4051392.00
33996,2026-05-06,45.52,4051392.00
33997,2026-05-06,30.33,4051392.00
34001,2026-05-06,35.44,4051392.00
34005,2026-05-06,82.23,4051392.00
34006,2026-05-06,29.76,4051392.00
34017,2026-05-06,99.29,4051392.00
34022,2026-05-06,83.35,4051392.00
34024,2026-05-06,28.62,4051392.00
34025,2026-05-06,101.89,4051392.00
34040,2026-05-06,76.97,4051392.00
34042,2026-05-06,47.17,4051392.00
34045,2026-05-06,73.65,4051392.00
34049,2026-05-06,108.05,4051392.00
34054,2026-05-06,81.00,4051392.00
34058,2026-05-06,88.71,4051392.00
34065,2026-05-06,22.94,4051392.00
34080,2026-05-06,22.54,4051392.00
34085,2026-05-06,64.31,4051392.00
34087,2026-05-06,27.67,4051392.00
34097,2026-05-06,82.75,4051392.00
34113,2026-05-06,42.97,4051392.00
34133,2026-05-06,81.64,4051392.00
34142,2026-05-06,29.08,4051392.00
34143,2026-05-06,22.06,4051392.00
34155,2026-05-06,73.92,4051392.00
34159,2026-05-06,53.56,4051392.00
34161,2026-05-06,54.33,4051392.00
34187,2026-05-06,26.64,4051392.00
34190,2026-05-06,155.67,4051392.00
34192,2026-05-06,42.24,4051392.00
34198,2026-05-06,110.00,4051392.00
34200,2026-05-06,120.80,4051392.00
34201,2026-05-06,54.55,4051392.00
34203,2026-05-06,28.01,4051392.00
34211,2026-05-06,40.53,4051392.00
34215,2026-05-06,88.33,4051392.00
34217,2026-05-06,69.08,4051392.00
34220,2026-05-06,75.35,4051392.00
34231,2026-05-06,83.31,4051392.00
34236,2026-05-06,117.90,4051392.00
34254,2026-05-06,72.26,4051392.00
34258,2026-05-06,103.37,4051392.00
34263,2026-05-06,32.28,4051392.00
34268,2026-05-06,151.70,4051392.00
34271,2026-05-06,36.64,4051392.00
34275,2026-05-06,87.75,4051392.00
34277,2026-05-06,111.48,4051392.00
34280,2026-05-06,25.11,4051392.00
34287,2026-05-06,107.56,4051392.00
34294,2026-05-06,120.97,4051392.00
34295,2026-05-06,31.24,4051392.00
34296,2026-05-06,47.68,4051392.00
34304,2026-05-06,37.08,4051392.00
34311,2026-05-06,28.33,4051392.00
34317,2026-05-06,32.06,4051392.00
34320,2026-05-06,24.11,4051392.00
34331,2026-05-06,26.69,4051392.00
34345,2026-05-06,75.99,4051392.00
34353,2026-05-06,152.91,4051392.00
34362,2026-05-06,39.39,4051392.00
34364,2026-05-06,58.48,4051392.00
34368,2026-05-06,59.99,4051392.00
34369,2026-05-06,87.62,4051392.00
34372,2026-05-06,109.75,4051392.00
34390,2026-05-06,32.73,4051392.00
34391,2026-05-06,47.30,4051392.00
34402,2026-05-06,64.53,4051392.00
34404,2026-05-06,141.70,4051392.00
34418,2026-05-06,147.09,4051392.00
34419,2026-05-06,82.79,4051392.00
34420,2026-05-06,130.55,4051392.00
34425,2026-05-06,75.17,4051392.00
34433,2026-05-06,85.23,4051392.00
34444,2026-05-06,46.47,4051392.00
34445,2026-05-06,28.43,4051392.00
34453,2026-05-06,35.73,4051392.00
34454,2026-05-06,42.80,4051392.00
34457,2026-05-06,36.64,4051392.00
34469,2026-05-06,61.28,4051392.00
34470,2026-05-06,28.46,4051392.00
34478,2026-05-06,24.02,4051392.00
34480,2026-05-06,75.21,4051392.00
34496,2026-05-06,54.46,4051392.00
34504,2026-05-06,109.61,4051392.00
34508,2026-05-06,53.71,4051392.00
34518,2026-05-06,25.22,4051392.00
34526,2026-05-06,31.54,4051392.00
34528,2026-05-06,58.19,4051392.00
34530,2026-05-06,82.80,4051392.00
34546,2026-05-06,143.75,4051392.00
34550,2026-05-06,47.40,4051392.00
34560,2026-05-06,71.69,4051392.00
34570,2026-05-06,60.21,4051392.00
34585,2026-05-06,144.58,4051392.00
34590,2026-05-06,57.31,4051392.00
34591,2026-05-06,40.27,4051392.00
34597,2026-05-06,62.22,4051392.00
34603,2026-05-06,122.62,4051392.00
34606,2026-05-06,29.39,4051392.00
34608,2026-05-06,46.16,4051392.00
34610,2026-05-06,39.61,4051392.00
34611,2026-05-06,72.28,4051392.00
34615,2026-05-06,73.40,4051392.00
34620,2026-05-06,59.46,4051392.00
34624,2026-05-06,127.74,4051392.00
34629,2026-05-06,62.89,4051392.00
34636,2026-05-06,99.44,4051392.00
34639,2026-05-06,47.68,4051392.00
34646,2026-05-06,66.63,4051392.00
34648,2026-05-06,30.48,4051392.00
34654,2026-05-06,85.27,4051392.00
34658,2026-05-06,45.81,4051392.00
34665,2026-05-06,75.36,4051392.00
34666,2026-05-06,82.06,4051392.00
34667,2026-05-06,84.22,4051392.00
